,A,B,C,class
31,-5.751014717986276,-45.915703564230526,-32.34840108805652,0.0
32,-1.441556223989238,-46.461042950164625,-36.05513153941927,0.0
33,2.8679022700077894,-47.006382336098724,-39.76186199078202,0.0
34,7.177360764004824,-47.55172172203282,-43.468592442144775,0.0
35,-2.218194611981396,-48.689528115408336,-30.15299199068545,0.0
36,2.091263882015639,-49.234867501342436,-33.8597224420482,0.0
37,6.4007223760126735,-49.780206887276535,-37.566452893410954,0.0
38,10.710180870009708,-50.32554627321063,-41.273183344773706,0.0
39,15.019639364006743,-50.870885659144726,-44.97991379613646,0.0
40,-53.55416725858041,-16.193666577132362,-18.65530649688778,3.0
41,-49.24470876458337,-16.73900596306646,-22.36203694825053,3.0
42,-44.93525027058634,-17.28434534900056,-26.068767399613282,3.0
43,-40.62579177658931,-17.82968473493466,-29.775497850976034,3.0
44,-36.316333282592275,-18.37502412086876,-33.48222830233878,3.0
45,-45.71188865857849,-19.51283051424428,-20.16662785087946,0.0
46,-41.40243016458146,-20.058169900178378,-23.873358302242213,3.0
47,-37.092971670584426,-20.603509286112477,-27.580088753604965,3.0
48,-32.78351317658739,-21.148848672046576,-31.286819204967717,3.0
49,-28.47405468259036,-21.694188057980675,-34.99354965633047,3.0
50,-37.869610058576576,-22.831994451356188,-21.67794920487114,0.0
51,-33.56015156457954,-23.377333837290287,-25.384679656233892,0.0
52,-29.250693070582507,-23.922673223224386,-29.091410107596644,0.0
53,-24.941234576585476,-24.468012609158485,-32.798140558959396,0.0
54,-20.63177608258844,-25.013351995092584,-36.50487101032215,0.0
55,-30.027331458574658,-26.151158388468097,-23.18927055886282,0.0
56,-25.717872964577623,-26.696497774402197,-26.89600101022557,0.0
57,-21.408414470580592,-27.241837160336296,-30.602731461588323,0.0
58,-17.09895597658356,-27.787176546270395,-34.30946191295108,0.0
59,-12.789497482586526,-28.332515932204494,-38.016192364313824,0.0
60,-22.185052858572742,-29.470322325580014,-24.700591912854502,0.0
61,-17.87559436457571,-30.015661711514113,-28.407322364217254,0.0
62,-13.566135870578677,-30.561001097448212,-32.11405281558001,0.0
63,-9.256677376581642,-31.10634048338231,-35.820783266942755,0.0
64,-4.947218882584611,-31.65167986931641,-39.527513718305514,0.0
65,-14.342774258570827,-32.78948626269192,-26.21191326684618,0.0
66,-10.033315764573796,-33.33482564862602,-29.918643718208934,0.0
67,-5.723857270576762,-33.88016503456012,-33.625374169571685,0.0
68,-1.4143987765797306,-34.42550442049422,-37.33210462093444,0.0
69,2.895059717417304,-34.97084380642832,-41.03883507229719,0.0
70,-6.500495658568909,-36.10865019980384,-27.723234620837864,0.0
71,-2.191037164571874,-36.65398958573794,-31.429965072200616,0.0
72,2.1184213294251606,-37.19932897167204,-35.13669552356337,0.0
73,6.427879823422188,-37.74466835760614,-38.84342597492612,0.0
74,10.737338317419223,-38.29000774354024,-42.55015642628887,0.0
75,1.341782941433003,-39.42781413691575,-29.234555974829547,0.0
76,5.6512414354300375,-39.97315352284985,-32.9412864261923,0.0
77,9.960699929427072,-40.51849290878395,-36.64801687755505,0.0
78,14.270158423424107,-41.06383229471805,-40.3547473289178,0.0
79,18.57961691742114,-41.609171680652146,-44.061477780280555,0.0
80,-49.99418970516601,-6.931952598639773,-17.736870481031872,3.0
81,-45.68473121116897,-7.477291984573872,-21.443600932394624,3.0
82,-41.37527271717194,-8.022631370507971,-25.150331383757376,3.0
83,-37.06581422317491,-8.567970756442074,-28.857061835120128,3.0
84,-32.756355729177876,-9.113310142376173,-32.56379228648288,3.0
85,-42.15191110516409,-10.251116535751686,-19.248191835023555,3.0
86,-37.84245261116706,-10.796455921685785,-22.954922286386306,3.0
87,-33.53299411717003,-11.341795307619885,-26.66165273774906,3.0
88,-29.223535623172992,-11.887134693553987,-30.36838318911181,3.0
89,-24.91407712917596,-12.432474079488086,-34.07511364047456,3.0
90,-34.30963250516218,-13.5702804728636,-20.759513189015234,3.0
91,-30.000174011165143,-14.115619858797698,-24.466243640377986,3.0
92,-25.69071551716811,-14.660959244731798,-28.172974091740738,3.0
93,-21.381257023171077,-15.2062986306659,-31.87970454310349,3.0
94,-17.071798529174043,-15.7516380166,-35.586434994466245,3.0
95,-26.46735390516026,-16.88944440997551,-22.270834543006913,0.0
96,-22.157895411163228,-17.43478379590961,-25.977564994369665,3.0
97,-17.848436917166193,-17.98012318184371,-29.684295445732417,0.0
98,-13.538978423169162,-18.525462567777808,-33.39102589709517,0.0
99,-9.229519929172127,-19.070801953711907,-37.09775634845792,0.0
100,-18.625075305158344,-20.208608347087427,-23.782155896998596,0.0
101,-14.315616811161313,-20.753947733021526,-27.488886348361348,0.0
102,-10.006158317164278,-21.299287118955625,-31.1956167997241,0.0
103,-5.696699823167243,-21.844626504889725,-34.90234725108685,0.0
104,-1.3872413291702088,-22.389965890823824,-38.6090777024496,0.0
105,-10.782796705156429,-23.527772284199337,-25.29347725099028,0.0
106,-6.473338211159398,-24.073111670133436,-29.00020770235303,0.0
107,-2.1638797171623594,-24.618451056067535,-32.70693815371578,0.0
108,2.145578776834668,-25.163790442001634,-36.413668605078534,0.0
109,6.455037270831703,-25.709129827935733,-40.120399056441286,0.0
110,-2.94051810515451,-26.846936221311253,-26.804798604981958,0.0
111,1.3689403888425247,-27.392275607245352,-30.51152905634471,0.0
112,5.678398882839559,-27.93761499317945,-34.21825950770746,0.0
113,9.987857376836587,-28.48295437911355,-37.92498995907022,0.0
114,14.297315870833621,-29.02829376504765,-41.63172041043296,0.0
115,4.901760494847402,-30.166100158423163,-28.316119958973637,0.0
116,9.211218988844436,-30.711439544357262,-32.02285041033639,0.0
117,13.52067748284147,-31.25677893029136,-35.72958086169914,0.0
118,17.830135976838505,-31.80211831622546,-39.43631131306189,0.0
119,22.13959447083554,-32.34745770215956,-43.143041764424645,0.0
120,-46.43421215175161,2.3297613798528065,-16.81843446517597,3.0
121,-42.12475365775458,1.7844219939187074,-20.52516491653872,3.0
122,-37.81529516375755,1.2390826079846082,-24.231895367901473,3.0
123,-33.50583666976051,0.6937432220505091,-27.938625819264225,3.0
124,-29.196378175763478,0.14840383611640995,-31.645356270626976,3.0
125,-38.5919335517497,-0.9894025572591048,-18.32975581916765,3.0
126,-34.28247505775266,-1.534741943193204,-22.036486270530403,3.0
127,-29.97301656375563,-2.0800813291273013,-25.743216721893155,3.0
128,-25.663558069758594,-2.625420715061404,-29.449947173255907,3.0
129,-21.354099575761563,-3.170760100995503,-33.15667762461866,3.0
130,-30.74965495174778,-4.308566494371016,-19.84107717315933,3.0
131,-26.440196457750744,-4.853905880305115,-23.547807624522083,3.0
132,-22.13073796375371,-5.399245266239214,-27.254538075884835,3.0
133,-17.82127946975668,-5.944584652173317,-30.961268527247586,3.0
134,-13.511820975759644,-6.489924038107416,-34.66799897861034,3.0
135,-22.90737635174586,-7.627730431482929,-21.35239852715101,3.0
136,-18.59791785774883,-8.173069817417028,-25.059128978513762,3.0
137,-14.288459363751794,-8.718409203351127,-28.765859429876514,3.0
138,-9.979000869754763,-9.26374858928523,-32.472589881239266,0.0
139,-5.669542375757729,-9.80908797521933,-36.17932033260202,0.0
140,-15.065097751743945,-10.946894368594842,-22.863719881142693,3.0
141,-10.755639257746914,-11.492233754528941,-26.570450332505445,0.0
142,-6.446180763749879,-12.03757314046304,-30.277180783868197,0.0
143,-2.1367222697528447,-12.582912526397143,-33.98391123523095,0.0
144,2.17273622424419,-13.128251912331242,-37.6906416865937,0.0
145,-7.22281915174203,-14.266058305706755,-24.375041235134375,0.0
146,-2.9133606577449953,-14.811397691640854,-28.081771686497127,0.0
147,1.3960978362520393,-15.356737077574953,-31.78850213785988,0.0
148,5.705556330249067,-15.902076463509056,-35.49523258922263,0.0
149,10.015014824246101,-16.447415849443153,-39.20196304058538,0.0
150,0.6194594482598816,-17.585222242818666,-25.886362589126055,0.0
151,4.928917942256916,-18.130561628752766,-29.593093040488807,0.0
152,9.23837643625395,-18.675901014686865,-33.299823491851555,0.0
153,13.547834930250986,-19.221240400620964,-37.006553943214314,0.0
154,17.85729342424802,-19.766579786555063,-40.71328439457706,0.0
155,8.4617380482618,-20.904386179930583,-27.397683943117734,0.0
156,12.771196542258835,-21.449725565864682,-31.104414394480486,0.0
157,17.08065503625587,-21.99506495179878,-34.81114484584324,0.0
158,21.390113530252904,-22.54040433773288,-38.51787529720599,0.0
159,25.69957202424994,-23.08574372366698,-42.22460574856874,0.0
160,-42.87423459833721,11.591475358345393,-15.899998449320062,3.0
161,-38.56477610434018,11.046135972411292,-19.606728900682814,3.0
162,-34.25531761034315,10.500796586477193,-23.313459352045566,3.0
163,-29.945859116346114,9.955457200543094,-27.020189803408318,3.0
164,-25.63640062234908,9.410117814608995,-30.72692025477107,3.0
165,-35.0319559983353,8.27231142123348,-17.411319803311745,3.0
166,-30.722497504338264,7.72697203529938,-21.118050254674497,3.0
167,-26.41303901034123,7.181632649365281,-24.82478070603725,3.0
168,-22.103580516344195,6.636293263431182,-28.5315111574,3.0
169,-17.794122022347164,6.090953877497082,-32.23824160876275,3.0
170,-27.18967739833338,4.953147484121567,-18.922641157303424,3.0
171,-22.880218904336346,4.407808098187468,-22.629371608666176,3.0
172,-18.570760410339314,3.862468712253369,-26.336102060028928,3.0
173,-14.26130191634228,3.31712932631927,-30.04283251139168,3.0
174,-9.951843422345249,2.7717899403851707,-33.74956296275443,3.0
175,-19.34739879833146,1.6339835470096542,-20.433962511295103,3.0
176,-15.03794030433443,1.088644161075555,-24.140692962657855,3.0
177,-10.728481810337396,0.5433047751414559,-27.847423414020607,3.0
178,-6.419023316340365,-0.002034610792643221,-31.55415386538336,0.0
179,-2.10956482234333,-0.5473739967267424,-35.260884316746115,0.0
180,-11.505120198329546,-1.685180390102257,-21.945283865286786,3.0
181,-7.195661704332515,-2.2305197760363544,-25.652014316649538,3.0
182,-2.8862032103354807,-2.7758591619704536,-29.35874476801229,0.0
183,1.423255283661554,-3.3211985479045563,-33.065475219375045,0.0
184,5.732713777658589,-3.8665379338386554,-36.77220567073779,0.0
185,-3.6628415983276312,-5.004344327214168,-23.456605219278465,0.0
186,0.6466168956694034,-5.5496837131482675,-27.163335670641217,0.0
187,4.956075389666438,-6.095023099082367,-30.87006612200397,0.0
188,9.265533883663466,-6.640362485016469,-34.57679657336672,0.0
189,13.5749923776605,-7.1857018709505684,-38.28352702472947,0.0
190,4.17943700167428,-8.323508264326081,-24.967926573270148,0.0
191,8.488895495671315,-8.86884765026018,-28.6746570246329,0.0
192,12.79835398966835,-9.41418703619428,-32.38138747599565,0.0
193,17.107812483665384,-9.959526422128382,-36.088117927358404,0.0
194,21.41727097766242,-10.504865808062481,-39.794848378721156,0.0
195,12.021715601676199,-11.642672201437994,-26.47924792726183,0.0
196,16.331174095673234,-12.188011587372094,-30.185978378624583,0.0
197,20.64063258967027,-12.733350973306193,-33.892708829987335,0.0
198,24.950091083667303,-13.278690359240295,-37.59943928135009,0.0
199,29.259549577664338,-13.824029745174395,-41.30616973271284,0.0
200,-39.31425704492281,20.85318933683798,-14.981562433464159,3.0
201,-35.004798550925784,20.30784995090388,-18.68829288482691,3.0
202,-30.69534005692875,19.76251056496978,-22.395023336189663,3.0
203,-26.385881562931715,19.21717117903568,-26.101753787552415,3.0
204,-22.07642306893468,18.671831793101582,-29.808484238915167,3.0
205,-31.471978444920897,17.534025399726065,-16.492883787455842,3.0
206,-27.162519950923866,16.988686013791966,-20.199614238818594,3.0
207,-22.85306145692683,16.443346627857867,-23.906344690181346,3.0
208,-18.543602962929796,15.898007241923768,-27.613075141544098,3.0
209,-14.234144468932765,15.352667855989669,-31.31980559290685,3.0
210,-23.62969984491898,14.214861462614154,-18.00420514144752,3.0
211,-19.320241350921947,13.669522076680053,-21.710935592810273,3.0
212,-15.010782856924916,13.124182690745954,-25.417666044173025,3.0
213,-10.701324362927881,12.578843304811855,-29.124396495535777,3.0
214,-6.39186586893085,12.033503918877756,-32.83112694689853,3.0
215,-15.787421244917066,10.895697525502241,-19.5155264954392,3.0
216,-11.477962750920032,10.350358139568142,-23.222256946801952,3.0
217,-7.168504256922997,9.805018753634041,-26.928987398164704,3.0
218,-2.859045762925966,9.259679367699942,-30.635717849527456,0.0
219,1.4504127310710686,8.714339981765843,-34.34244830089021,0.0
220,-7.945142644915148,7.576533588390329,-21.026847849430883,3.0
221,-3.6356841509181166,7.031194202456229,-24.733578300793635,3.0
222,0.673774343078918,6.48585481652213,-28.440308752156387,0.0
223,4.983232837075953,5.9405154305880306,-32.14703920351914,0.0
224,9.292691331072987,5.395176044653931,-35.85376965488189,0.0
225,-0.10286404491323253,4.257369651278415,-22.538169203422562,0.0
226,4.206594449083802,3.712030265344316,-26.244899654785314,0.0
227,8.516052943080837,3.1666908794102167,-29.951630106148066,0.0
228,12.825511437077864,2.6213514934761175,-33.65836055751082,0.0
229,17.1349699310749,2.0760121075420184,-37.36509100887357,0.0
230,7.739414555088679,0.9382057141665037,-24.049490557414245,0.0
231,12.048873049085714,0.3928663282324045,-27.756221008776997,0.0
232,16.35833154308275,-0.15247305770169461,-31.46295146013975,0.0
233,20.667790037079783,-0.6978124436357938,-35.1696819115025,0.0
234,24.977248531076818,-1.243151829569893,-38.87641236286525,0.0
235,15.581693155090598,-2.3809582229454076,-25.560811911405928,0.0
236,19.891151649087632,-2.9262976088795067,-29.26754236276868,0.0
237,24.200610143084667,-3.471636994813606,-32.97427281413143,0.0
238,28.5100686370817,-4.016976380747709,-36.68100326549418,0.0
239,32.819527131078736,-4.562315766681808,-40.387733716856935,0.0
240,-35.75427949150841,30.114903315330565,-14.063126417608252,3.0
241,-31.444820997511382,29.569563929396462,-17.769856868971004,3.0
242,-27.13536250351435,29.024224543462363,-21.476587320333756,3.0
243,-22.825904009517316,28.478885157528264,-25.183317771696508,3.0
244,-18.51644551552028,27.933545771594165,-28.89004822305926,3.0
245,-27.9120008915065,26.79573937821865,-15.574447771599935,3.0
246,-23.602542397509467,26.25039999228455,-19.281178222962687,3.0
247,-19.293083903512432,25.70506060635045,-22.98790867432544,3.0
248,-14.983625409515401,25.15972122041635,-26.69463912568819,3.0
249,-10.674166915518366,24.614381834482252,-30.401369577050943,3.0
250,-20.069722291504583,23.47657544110674,-17.085769125591614,3.0
251,-15.760263797507552,22.93123605517264,-20.792499576954366,3.0
252,-11.450805303510517,22.38589666923854,-24.49923002831712,3.0
253,-7.141346809513482,21.84055728330444,-28.20596047967987,3.0
254,-2.8318883155164514,21.29521789737034,-31.912690931042622,3.0
255,-12.227443691502668,20.157411503994826,-18.597090479583294,3.0
256,-7.917985197505637,19.612072118060727,-22.303820930946046,3.0
257,-3.608526703508602,19.066732732126628,-26.010551382308797,3.0
258,0.7009317904884327,18.52139334619253,-29.71728183367155,0.0
259,5.010390284485467,17.976053960258426,-33.4240122850343,0.0
260,-4.385165091500749,16.838247566882913,-20.108411833574976,3.0
261,-0.07570659750371789,16.292908180948814,-23.81514228493773,3.0
262,4.233751896493317,15.747568795014715,-27.52187273630048,0.0
263,8.543210390490351,15.202229409080614,-31.228603187663232,0.0
264,12.852668884487386,14.656890023146515,-34.935333639025984,0.0
265,3.457113508501159,13.519083629771,-21.619733187566656,0.0
266,7.766572002498194,12.9737442438369,-25.326463638929408,0.0
267,12.076030496495228,12.428404857902802,-29.03319409029216,0.0
268,16.385488990492263,11.883065471968703,-32.739924541654915,0.0
269,20.694947484489298,11.337726086034603,-36.44665499301766,0.0
270,11.299392108503078,10.199919692659089,-23.13105454155834,0.0
271,15.608850602500112,9.654580306724988,-26.83778499292109,0.0
272,19.918309096497147,9.109240920790889,-30.544515444283842,0.0
273,24.22776759049418,8.56390153485679,-34.25124589564659,0.0
274,28.537226084491216,8.01856214892269,-37.95797634700935,0.0
275,19.141670708504996,6.880755755547176,-24.642375895550018,0.0
276,23.45112920250203,6.335416369613076,-28.34910634691277,0.0
277,27.760587696499066,5.790076983678977,-32.05583679827552,0.0
278,32.07004619049609,5.2447375977448765,-35.76256724963827,0.0
279,36.379504684493135,4.699398211810777,-39.469297701001025,0.0
280,-32.194301938094014,39.37661729382315,-13.14469040175235,3.0
281,-27.884843444096983,38.83127790788905,-16.8514208531151,3.0
282,-23.575384950099952,38.285938521954954,-20.558151304477853,3.0
283,-19.265926456102918,37.74059913602085,-24.264881755840605,3.0
284,-14.956467962105883,37.19525975008675,-27.971612207203357,3.0
285,-24.352023338092103,36.057453356711235,-14.656011755744032,3.0
286,-20.042564844095068,35.512113970777136,-18.362742207106784,3.0
287,-15.733106350098033,34.96677458484304,-22.069472658469536,3.0
288,-11.423647856101002,34.42143519890894,-25.776203109832288,3.0
289,-7.114189362103968,33.87609581297484,-29.48293356119504,3.0
290,-16.509744738090184,32.738289419599326,-16.16733310973571,3.0
291,-12.200286244093153,32.19295003366523,-19.874063561098463,3.0
292,-7.890827750096118,31.647610647731128,-23.580794012461215,3.0
293,-3.5813692560990837,31.10227126179702,-27.287524463823967,3.0
294,0.7280892378979473,30.556931875862922,-30.99425491518672,3.0
295,-8.667466138088269,29.41912548248741,-17.67865446372739,3.0
296,-4.358007644091238,28.87378609655331,-21.385384915090142,3.0
297,-0.04854915009420324,28.32844671061921,-25.092115366452894,3.0
298,4.260909343902831,27.783107324685112,-28.798845817815646,3.0
299,8.570367837899866,27.237767938751013,-32.5055762691784,0.0
300,-0.8251875380863538,26.0999615453755,-19.189975817719073,3.0
301,3.484270955910681,25.5546221594414,-22.896706269081825,3.0
302,7.793729449907715,25.0092827735073,-26.603436720444577,0.0
303,12.10318794390475,24.463943387573202,-30.31016717180733,0.0
304,16.412646437901785,23.918604001639103,-34.01689762317008,0.0
305,7.017091061915558,22.780797608263583,-20.701297171710753,0.0
306,11.326549555912592,22.235458222329484,-24.408027623073504,0.0
307,15.636008049909627,21.690118836395385,-28.114758074436256,0.0
308,19.94546654390666,21.144779450461286,-31.82148852579901,0.0
309,24.254925037903696,20.599440064527187,-35.52821897716176,0.0
310,14.859369661917476,19.461633671151674,-22.212618525702435,0.0
311,19.16882815591451,18.916294285217575,-25.919348977065187,0.0
312,23.478286649911546,18.370954899283475,-29.62607942842794,0.0
313,27.78774514390858,17.825615513349373,-33.33280987979069,0.0
314,32.097203637905615,17.280276127415274,-37.03954033115345,0.0
315,22.701648261919395,16.14246973403976,-23.723939879694115,0.0
316,27.01110675591643,15.597130348105662,-27.430670331056866,0.0
317,31.320565249913464,15.051790962171562,-31.13740078241962,0.0
318,35.63002374391049,14.506451576237462,-34.84413123378237,0.0
319,39.939482237907534,13.961112190303362,-38.55086168514512,0.0
320,-28.63432438467962,48.63833127231573,-12.226254385896443,3.0
321,-24.324865890682585,48.09299188638163,-15.932984837259195,3.0
322,-20.015407396685553,47.54765250044753,-19.639715288621947,3.0
323,-15.705948902688519,47.002313114513434,-23.3464457399847,3.0
324,-11.396490408691484,46.456973728579335,-27.05317619134745,3.0
325,-20.792045784677704,45.31916733520382,-13.737575739888126,3.0
326,-16.48258729068067,44.77382794926972,-17.444306191250877,3.0
327,-12.173128796683635,44.228488563335624,-21.15103664261363,3.0
328,-7.863670302686604,43.683149177401525,-24.85776709397638,3.0
329,-3.554211808689569,43.137809791467426,-28.564497545339133,3.0
330,-12.949767184675785,42.00000339809191,-15.248897093879805,3.0
331,-8.640308690678754,41.454664012157814,-18.955627545242557,3.0
332,-4.33085019668172,40.909324626223714,-22.66235799660531,3.0
333,-0.021391702684688596,40.36398524028961,-26.36908844796806,3.0
334,4.288066791312346,39.81864585435551,-30.075818899330812,3.0
335,-5.10748858467387,38.680839460979996,-16.760218447871484,3.0
336,-0.7980300906768392,38.1355000750459,-20.466948899234236,3.0
337,3.5114284033201955,37.5901606891118,-24.173679350596988,3.0
338,7.82088689731723,37.0448213031777,-27.88040980195974,3.0
339,12.130345391314265,36.4994819172436,-31.58714025332249,0.0
340,2.734790015328045,35.36167552386809,-18.271539801863167,3.0
341,7.0442485093250795,34.81633613793399,-21.97827025322592,3.0
342,11.353707003322114,34.27099675199989,-25.68500070458867,0.0
343,15.663165497319149,33.72565736606578,-29.391731155951422,0.0
344,19.972623991316183,33.18031798013168,-33.09846160731418,0.0
345,10.577068615329956,32.04251158675617,-19.782861155854846,0.0
346,14.886527109326991,31.49717220082207,-23.489591607217598,0.0
347,19.195985603324026,30.951832814887972,-27.19632205858035,0.0
348,23.50544409732106,30.406493428953873,-30.9030525099431,0.0
349,27.814902591318095,29.861154043019773,-34.609782961305854,0.0
350,18.419347215331875,28.72334764964426,-21.29418250984653,0.0
351,22.72880570932891,28.17800826371016,-25.00091296120928,0.0
352,27.038264203325944,27.632668877776062,-28.707643412572033,0.0
353,31.347722697322972,27.087329491841963,-32.414373863934784,0.0
354,35.657181191320014,26.541990105907864,-36.121104315297536,0.0
355,26.261625815333794,25.404183712532348,-22.805503863838208,0.0
356,30.571084309330836,24.85884432659825,-26.51223431520096,0.0
357,34.88054280332786,24.31350494066415,-30.218964766563712,0.0
358,39.19000129732489,23.76816555473005,-33.92569521792646,0.0
359,43.49945979132193,23.22282616879595,-37.63242566928922,0.0
360,-25.074346831265217,57.90004525080832,-11.30781837004054,3.0
361,-20.764888337268186,57.35470586487422,-15.014548821403292,3.0
362,-16.45542984327115,56.80936647894012,-18.721279272766044,3.0
363,-12.14597134927412,56.26402709300602,-22.428009724128795,3.0
364,-7.8365128552770855,55.71868770707192,-26.134740175491547,3.0
365,-17.232068231263305,54.5808813136964,-12.819139724032222,3.0
366,-12.92260973726627,54.0355419277623,-16.525870175394974,3.0
367,-8.613151243269236,53.490202541828204,-20.232600626757726,3.0
368,-4.303692749272205,52.944863155894105,-23.93933107812048,3.0
369,0.00576574472482605,52.399523769960005,-27.64606152948323,3.0
370,-9.389789631261387,51.26171737658449,-14.330461078023902,3.0
371,-5.080331137264356,50.71637799065039,-18.037191529386654,3.0
372,-0.7708726432673174,50.171038604716294,-21.743921980749406,3.0
373,3.53858585072971,49.625699218782195,-25.450652432112157,3.0
374,7.848044344726745,49.080359832848096,-29.15738288347491,3.0
375,-1.547511031259475,47.94255343947258,-15.841782432015581,3.0
376,2.7619474627375595,47.397214053538484,-19.548512883378333,3.0
377,7.071405956734594,46.851874667604385,-23.255243334741085,3.0
378,11.380864450731629,46.306535281670286,-26.961973786103837,3.0
379,15.690322944728663,45.761195895736186,-30.66870423746659,0.0
380,6.294767568742444,44.623389502360666,-17.353103786007264,3.0
381,10.604226062739478,44.07805011642657,-21.059834237370016,3.0
382,14.913684556736513,43.53271073049247,-24.766564688732768,0.0
383,19.223143050733547,42.98737134455837,-28.47329514009552,0.0
384,23.532601544730582,42.44203195862427,-32.180025591458275,0.0
385,14.137046168744355,41.30422556524876,-18.864425139998943,3.0
386,18.44650466274139,40.75888617931466,-22.571155591361695,0.0
387,22.755963156738424,40.21354679338056,-26.277886042724447,0.0
388,27.06542165073546,39.66820740744645,-29.9846164940872,0.0
389,31.374880144732494,39.12286802151235,-33.69134694544995,0.0
390,21.979324768746274,37.98506162813685,-20.375746493990626,0.0
391,26.28878326274331,37.43972224220275,-24.082476945353378,0.0
392,30.598241756740343,36.89438285626865,-27.78920739671613,0.0
393,34.90770025073737,36.34904347033454,-31.49593784807888,0.0
394,39.21715874473441,35.803704084400444,-35.20266829944163,0.0
395,29.821603368748193,34.66589769102493,-21.887067847982305,0.0
396,34.131061862745234,34.12055830509083,-25.593798299345057,0.0
397,38.44052035674226,33.57521891915673,-29.30052875070781,0.0
398,42.74997885073929,33.02987953322263,-33.00725920207056,0.0
399,47.05943734473633,32.484540147288534,-36.713989653433316,0.0
400,-54.420858034161,-27.160200162891307,-10.456038173893493,0.0
401,-50.111399540163966,-27.705539548825406,-14.162768625256245,0.0
402,-45.80194104616693,-28.250878934759506,-17.869499076618997,0.0
403,-41.492482552169896,-28.796218320693605,-21.57622952798175,0.0
404,-37.18302405817286,-29.341557706627704,-25.2829599793445,0.0
405,-46.57857943415908,-30.479364100003224,-11.967359527885176,0.0
406,-42.26912094016205,-31.024703485937323,-15.674089979247928,0.0
407,-37.95966244616501,-31.570042871871422,-19.38082043061068,0.0
408,-33.65020395216798,-32.11538225780552,-23.08755088197343,0.0
409,-29.340745458170947,-32.66072164373962,-26.794281333336183,0.0
410,-38.73630083415716,-33.79852803711513,-13.478680881876855,0.0
411,-34.42684234016013,-34.34386742304923,-17.185411333239607,0.0
412,-30.117383846163097,-34.88920680898333,-20.89214178460236,0.0
413,-25.807925352166066,-35.43454619491743,-24.59887223596511,0.0
414,-21.49846685816903,-35.97988558085153,-28.305602687327863,0.0
415,-30.894022234155248,-37.11769197422704,-14.990002235868534,0.0
416,-26.584563740158217,-37.66303136016114,-18.696732687231286,0.0
417,-22.275105246161182,-38.20837074609524,-22.403463138594038,0.0
418,-17.965646752164147,-38.75371013202934,-26.11019358995679,0.0
419,-13.656188258167116,-39.29904951796344,-29.81692404131954,0.0
420,-23.051743634153333,-40.43685591133896,-16.501323589860217,0.0
421,-18.742285140156298,-40.98219529727306,-20.20805404122297,0.0
422,-14.432826646159263,-41.52753468320716,-23.91478449258572,0.0
423,-10.123368152162232,-42.07287406914126,-27.621514943948473,0.0
424,-5.813909658165198,-42.618213455075356,-31.328245395311225,0.0
425,-15.209465034151414,-43.75601984845087,-18.012644943851896,0.0
426,-10.900006540154383,-44.30135923438497,-21.719375395214648,0.0
427,-6.590548046157348,-44.84669862031907,-25.4261058465774,0.0
428,-2.281089552160317,-45.392038006253166,-29.132836297940152,0.0
429,2.0283689418367175,-45.937377392187265,-32.839566749302904,0.0
430,-7.367186434149499,-47.075183785562785,-19.52396629784358,0.0
431,-3.0577279401524677,-47.620523171496885,-23.23069674920633,0.0
432,1.2517305538445669,-48.165862557430984,-26.937427200569083,0.0
433,5.5611890478416015,-48.71120194336508,-30.644157651931835,0.0
434,9.870647541838636,-49.25654132929918,-34.35088810329459,0.0
435,0.4750921658524163,-50.39434772267469,-21.035287651835258,0.0
436,4.784550659849451,-50.93968710860879,-24.74201810319801,0.0
437,9.094009153846486,-51.485026494542886,-28.448748554560762,0.0
438,13.40346764784352,-52.030365880476985,-32.15547900592351,0.0
439,17.712926141840555,-52.575705266411084,-35.86220945728627,0.0
440,-50.8608804807466,-17.89848618439872,-9.53760215803759,0.0
441,-46.55142198674957,-18.44382557033282,-13.244332609400342,0.0
442,-42.24196349275253,-18.98916495626692,-16.951063060763094,0.0
443,-37.9325049987555,-19.534504342201018,-20.657793512125846,0.0
444,-33.62304650475846,-20.079843728135117,-24.364523963488598,0.0
445,-43.01860188074468,-21.217650121510637,-11.048923512029273,0.0
446,-38.70914338674765,-21.762989507444736,-14.755653963392025,0.0
447,-34.399684892750614,-22.308328893378835,-18.462384414754776,0.0
448,-30.090226398753583,-22.853668279312934,-22.16911486611753,0.0
449,-25.780767904756548,-23.399007665247034,-25.87584531748028,0.0
450,-35.176323280742764,-24.536814058622546,-12.560244866020952,0.0
451,-30.866864786745733,-25.082153444556646,-16.266975317383704,0.0
452,-26.5574062927487,-25.627492830490745,-19.973705768746456,0.0
453,-22.247947798751667,-26.172832216424844,-23.680436220109208,0.0
454,-17.938489304754633,-26.718171602358943,-27.38716667147196,0.0
455,-27.33404468074085,-27.855977995734456,-14.071566220012631,0.0
456,-23.024586186743818,-28.401317381668555,-17.778296671375383,0.0
457,-18.715127692746783,-28.946656767602654,-21.485027122738135,0.0
458,-14.405669198749749,-29.491996153536753,-25.191757574100887,0.0
459,-10.096210704752718,-30.037335539470853,-28.89848802546364,0.0
460,-19.491766080738934,-31.175141932846373,-15.582887574004314,0.0
461,-15.1823075867419,-31.72048131878047,-19.289618025367066,0.0
462,-10.872849092744865,-32.26582070471457,-22.996348476729818,0.0
463,-6.563390598747834,-32.81116009064867,-26.70307892809257,0.0
