,A,B,C,class
464,-2.2539321047508025,-33.35649947658277,-30.40980937945532,0.0
465,-11.649487480737015,-34.49430586995828,-17.094208927995993,0.0
466,-7.340028986739984,-35.03964525589238,-20.800939379358745,0.0
467,-3.030570492742946,-35.58498464182648,-24.507669830721497,0.0
468,1.2788880012540815,-36.13032402776058,-28.21440028208425,0.0
469,5.588346495251116,-36.67566341369468,-31.921130733447,0.0
470,-3.8072088807351,-37.8134698070702,-18.605530281987676,0.0
471,0.502249613261931,-38.3588091930043,-22.312260733350428,0.0
472,4.811708107258966,-38.9041485789384,-26.01899118471318,0.0
473,9.121166601256,-39.449487964872496,-29.72572163607593,0.0
474,13.430625095253035,-39.994827350806595,-33.43245208743868,0.0
475,4.035069719266815,-41.13263374418211,-20.116851635979355,0.0
476,8.34452821326385,-41.67797313011621,-23.823582087342107,0.0
477,12.653986707260884,-42.223312516050306,-27.53031253870486,0.0
478,16.96344520125792,-42.768651901984406,-31.23704299006761,0.0
479,21.272903695254954,-43.313991287918505,-34.943773441430366,0.0
480,-47.3009029273322,-8.636772205906139,-8.619166142181683,2.0
481,-42.99144443333517,-9.182111591840238,-12.325896593544435,2.0
482,-38.681985939338134,-9.727450977774337,-16.032627044907187,3.0
483,-34.3725274453411,-10.27279036370844,-19.73935749626994,3.0
484,-30.063068951344068,-10.818129749642539,-23.44608794763269,3.0
485,-39.458624327330284,-11.955936143018052,-10.130487496173366,0.0
486,-35.14916583333325,-12.501275528952151,-13.837217947536118,3.0
487,-30.83970733933622,-13.04661491488625,-17.54394839889887,3.0
488,-26.530248845339184,-13.591954300820353,-21.25067885026162,3.0
489,-22.220790351342153,-14.137293686754452,-24.957409301624374,3.0
490,-31.616345727328365,-15.275100080129965,-11.641808850165045,0.0
491,-27.306887233331334,-15.820439466064064,-15.348539301527797,0.0
492,-22.997428739334303,-16.365778851998165,-19.05526975289055,0.0
493,-18.68797024533727,-16.911118237932264,-22.7620002042533,0.0
494,-14.378511751340234,-17.456457623866363,-26.468730655616053,0.0
495,-23.77406712732645,-18.594264017241876,-13.153130204156724,0.0
496,-19.46460863332942,-19.139603403175975,-16.859860655519476,0.0
497,-15.155150139332385,-19.684942789110075,-20.56659110688223,0.0
498,-10.84569164533535,-20.230282175044174,-24.27332155824498,0.0
499,-6.536233151338319,-20.775621560978273,-27.980052009607732,0.0
500,-15.931788527324535,-21.913427954353793,-14.664451558148407,0.0
501,-11.6223300333275,-22.458767340287892,-18.37118200951116,0.0
502,-7.312871539330466,-23.00410672622199,-22.07791246087391,0.0
503,-3.0034130453334313,-23.54944611215609,-25.784642912236663,0.0
504,1.3060454486635962,-24.09478549809019,-29.491373363599415,0.0
505,-8.089509927322617,-25.232591891465702,-16.175772912140086,0.0
506,-3.7800514333255855,-25.7779312773998,-19.88250336350284,0.0
507,0.5294070606714527,-26.3232706633339,-23.58923381486559,0.0
508,4.83886555466848,-26.868610049268,-27.295964266228342,0.0
509,9.148324048665515,-27.4139494352021,-31.002694717591094,0.0
510,-0.24723132732070496,-28.55175582857762,-17.68709426613177,0.0
511,4.06222716667633,-29.097095214511718,-21.39382471749452,0.0
512,8.371685660673364,-29.642434600445817,-25.100555168857273,0.0
513,12.681144154670399,-30.187773986379916,-28.807285620220025,0.0
514,16.990602648667434,-30.733113372314016,-32.51401607158277,0.0
515,7.595047272681214,-31.87091976568953,-19.19841562012345,0.0
516,11.904505766678248,-32.41625915162363,-22.9051460714862,0.0
517,16.213964260675283,-32.96159853755773,-26.611876522848952,0.0
518,20.523422754672318,-33.506937923491826,-30.318606974211704,0.0
519,24.832881248669352,-34.052277309425925,-34.025337425574456,0.0
520,-43.740925373917804,0.6249417725864443,-7.70073012632578,2.0
521,-39.43146687992077,0.0796023866523452,-11.407460577688532,3.0
522,-35.122008385923735,-0.46573699928175394,-15.114191029051284,3.0
523,-30.8125498919267,-1.011076385215853,-18.820921480414036,3.0
524,-26.50309139792967,-1.5564157711499522,-22.527651931776788,3.0
525,-35.898646773915885,-2.694222164525465,-9.212051480317463,2.0
526,-31.58918827991885,-3.2395615504595643,-12.918781931680215,3.0
527,-27.27972978592182,-3.7849009363936634,-16.625512383042967,3.0
528,-22.970271291924785,-4.330240322327766,-20.33224283440572,3.0
529,-18.660812797927754,-4.875579708261865,-24.03897328576847,3.0
530,-28.056368173913967,-6.013386101637378,-10.723372834309142,3.0
531,-23.746909679916936,-6.558725487571477,-14.430103285671894,3.0
532,-19.437451185919905,-7.1040648735055765,-18.136833737034646,3.0
533,-15.12799269192287,-7.649404259439679,-21.843564188397398,3.0
534,-10.818534197925835,-8.194743645373778,-25.55029463976015,3.0
535,-20.21408957391205,-9.332550038749291,-12.234694188300821,3.0
536,-15.90463107991502,-9.87788942468339,-15.941424639663573,3.0
537,-11.595172585917986,-10.42322881061749,-19.648155091026325,3.0
538,-7.285714091920951,-10.968568196551592,-23.354885542389077,0.0
539,-2.9762555979239167,-11.513907582485691,-27.06161599375183,0.0
540,-12.371810973910137,-12.651713975861204,-13.746015542292504,0.0
541,-8.062352479913105,-13.197053361795303,-17.452745993655256,0.0
542,-3.752893985916071,-13.742392747729403,-21.159476445018008,0.0
543,0.5565645080809603,-14.287732133663505,-24.86620689638076,0.0
544,4.866023002077995,-14.833071519597604,-28.572937347743512,0.0
545,-4.529532373908218,-15.970877912973117,-15.257336896284183,0.0
546,-0.2200738799111832,-16.516217298907215,-18.964067347646935,0.0
547,4.089384614085851,-17.061556684841314,-22.670797799009687,0.0
548,8.398843108082879,-17.60689607077542,-26.37752825037244,0.0
549,12.708301602079914,-18.152235456709512,-30.08425870173519,0.0
550,3.3127462260936937,-19.290041850085032,-16.768658250275866,0.0
551,7.622204720090728,-19.83538123601913,-20.475388701638618,0.0
552,11.931663214087763,-20.38072062195323,-24.18211915300137,0.0
553,16.241121708084798,-20.92606000788733,-27.888849604364122,0.0
554,20.550580202081832,-21.47139939382143,-31.595580055726874,0.0
555,11.155024826095612,-22.60920578719694,-18.279979604267545,0.0
556,15.464483320092647,-23.15454517313104,-21.986710055630297,0.0
557,19.77394181408968,-23.69988455906514,-25.69344050699305,0.0
558,24.083400308086716,-24.24522394499924,-29.4001709583558,0.0
559,28.39285880208375,-24.790563330933338,-33.10690140971855,0.0
560,-40.180947820503405,9.886655751079031,-6.782294110469877,2.0
561,-35.87148932650637,9.34131636514493,-10.489024561832629,3.0
562,-31.562030832509336,8.795976979210831,-14.195755013195381,3.0
563,-27.2525723385123,8.250637593276732,-17.902485464558133,3.0
564,-22.94311384451527,7.705298207342633,-21.609215915920885,3.0
565,-32.33866922050149,6.567491813967118,-8.293615464461556,3.0
566,-28.029210726504452,6.022152428033018,-12.000345915824308,3.0
567,-23.71975223250742,5.47681304209892,-15.70707636718706,3.0
568,-19.410293738510386,4.931473656164819,-19.413806818549812,3.0
569,-15.100835244513355,4.38613427023072,-23.120537269912564,3.0
570,-24.496390620499568,3.248327876855205,-9.804936818453236,3.0
571,-20.186932126502537,2.702988490921106,-13.511667269815987,3.0
572,-15.877473632505502,2.157649104987007,-17.21839772117874,3.0
573,-11.568015138508471,1.6123097190529077,-20.92512817254149,3.0
574,-7.258556644511437,1.0669703331188085,-24.631858623904243,3.0
575,-16.654112020497653,-0.07083606025670797,-11.316258172444915,3.0
576,-12.344653526500622,-0.6161754461908071,-15.022988623807667,3.0
577,-8.035195032503587,-1.1615148321249062,-18.72971907517042,3.0
578,-3.7257365385065526,-1.7068542180590054,-22.43644952653317,0.0
579,0.583721955490482,-2.2521936039931045,-26.143179977895922,0.0
580,-8.811833420495738,-3.3899999973686175,-12.827579526436597,3.0
581,-4.502374926498707,-3.9353393833027166,-16.53430997779935,3.0
582,-0.19291643250166857,-4.480678769236816,-20.2410404291621,0.0
583,4.116542061495359,-5.026018155170918,-23.947770880524853,0.0
584,8.426000555492394,-5.571357541105018,-27.654501331887605,0.0
585,-0.9695548204938262,-6.7091639344805305,-14.338900880428277,0.0
586,3.3399036735032084,-7.25450332041463,-18.04563133179103,0.0
587,7.649362167500243,-7.799842706348729,-21.75236178315378,0.0
588,11.958820661497278,-8.345182092282831,-25.459092234516532,0.0
589,16.268279155494312,-8.89052147821693,-29.165822685879284,0.0
590,6.872723779508092,-10.028327871592444,-15.85022223441996,0.0
591,11.182182273505127,-10.573667257526543,-19.55695268578271,0.0
592,15.491640767502162,-11.119006643460642,-23.263683137145463,0.0
593,19.801099261499196,-11.664346029394745,-26.970413588508215,0.0
594,24.11055775549623,-12.209685415328844,-30.677144039870967,0.0
595,14.715002379510011,-13.347491808704357,-17.36154358841164,0.0
596,19.024460873507046,-13.892831194638456,-21.06827403977439,0.0
597,23.33391936750408,-14.438170580572555,-24.775004491137143,0.0
598,27.643377861501115,-14.983509966506658,-28.481734942499894,0.0
599,31.952836355498142,-15.528849352440757,-32.18846539386264,0.0
600,-36.62097026708901,19.148369729571616,-5.863858094613974,3.0
601,-32.31151177309197,18.603030343637517,-9.570588545976726,3.0
602,-28.002053279094937,18.057690957703418,-13.277318997339478,3.0
603,-23.692594785097903,17.51235157176932,-16.98404944870223,3.0
604,-19.38313629110087,16.967012185835216,-20.69077990006498,3.0
605,-28.778691667087088,15.829205792459703,-7.37517944860565,3.0
606,-24.469233173090053,15.283866406525604,-11.081909899968402,3.0
607,-20.15977467909302,14.738527020591505,-14.788640351331154,3.0
608,-15.850316185095988,14.193187634657406,-18.495370802693905,3.0
609,-11.540857691098957,13.647848248723305,-22.202101254056657,3.0
610,-20.93641306708517,12.51004185534779,-8.886500802597332,3.0
611,-16.62695457308814,11.964702469413691,-12.593231253960084,3.0
612,-12.317496079091104,11.419363083479592,-16.299961705322836,3.0
613,-8.008037585094073,10.874023697545493,-20.006692156685588,3.0
614,-3.698579091097038,10.328684311611394,-23.71342260804834,3.0
615,-13.094134467083254,9.190877918235879,-10.397822156589012,3.0
616,-8.784675973086223,8.645538532301778,-14.104552607951764,3.0
617,-4.4752174790891885,8.100199146367679,-17.811283059314515,3.0
618,-0.16575898509215392,7.5548597604335805,-21.518013510677267,0.0
619,4.143699508904881,7.0095203744994805,-25.22474396204002,0.0
620,-5.251855867081339,5.871713981123966,-11.909143510580694,3.0
621,-0.9423973730843045,5.326374595189867,-15.615873961943446,0.0
622,3.36706112091273,4.7810352092557675,-19.3226044133062,0.0
623,7.676519614909758,4.235695823321667,-23.02933486466895,0.0
624,11.985978108906792,3.6903564373875675,-26.736065316031702,0.0
625,2.5904227329205725,2.5525500440120528,-13.420464864572374,0.0
626,6.899881226917607,2.0072106580779536,-17.127195315935126,0.0
627,11.209339720914642,1.4618712721438545,-20.833925767297877,0.0
628,15.518798214911676,0.9165318862097553,-24.54065621866063,0.0
629,19.82825670890871,0.3711925002756562,-28.24738667002338,0.0
630,10.432701332922491,-0.7666138930998603,-14.931786218564056,0.0
631,14.742159826919526,-1.3119532790339594,-18.63851666992681,0.0
632,19.05161832091656,-1.8572926649680586,-22.34524712128956,0.0
633,23.361076814913595,-2.4026320509021577,-26.051977572652312,0.0
634,27.67053530891063,-2.947971436836257,-29.758708024015064,0.0
635,18.27497993292441,-4.08577783021177,-16.443107572555736,0.0
636,22.584438426921444,-4.631117216145869,-20.149838023918488,0.0
637,26.89389692091848,-5.176456602079968,-23.85656847528124,0.0
638,31.203355414915514,-5.721795988014071,-27.56329892664399,0.0
639,35.51281390891254,-6.26713537394817,-31.270029378006743,0.0
640,-33.06099271367461,28.4100837080642,-4.945422078758064,3.0
641,-28.751534219677573,27.8647443221301,-8.652152530120816,3.0
642,-24.44207572568054,27.319404936196,-12.358882981483568,3.0
643,-20.132617231683504,26.774065550261902,-16.06561343284632,3.0
644,-15.823158737686473,26.228726164327803,-19.77234388420907,3.0
645,-25.21871411367269,25.09091977095229,-6.456743432749747,3.0
646,-20.909255619675655,24.54558038501819,-10.163473884112499,3.0
647,-16.599797125678624,24.00024099908409,-13.87020433547525,3.0
648,-12.290338631681589,23.454901613149993,-17.576934786838002,3.0
649,-7.980880137684558,22.909562227215893,-21.283665238200754,3.0
650,-17.376435513670774,21.771755833840377,-7.968064786741426,3.0
651,-13.06697701967374,21.226416447906274,-11.674795238104178,3.0
652,-8.757518525676705,20.681077061972175,-15.38152568946693,3.0
653,-4.448060031679674,20.135737676038076,-19.08825614082968,3.0
654,-0.13860153768263928,19.590398290103977,-22.794986592192434,3.0
655,-9.534156913668856,18.452591896728464,-9.479386140733105,3.0
656,-5.2246984196718245,17.907252510794365,-13.186116592095857,3.0
657,-0.9152399256747898,17.361913124860266,-16.89284704345861,3.0
658,3.3942185683222448,16.816573738926166,-20.59957749482136,0.0
659,7.703677062319279,16.271234352992067,-24.306307946184113,0.0
660,-1.6918783136669404,15.13342795961655,-10.990707494724788,3.0
661,2.617580180330094,14.588088573682452,-14.69743794608754,0.0
662,6.927038674327129,14.042749187748353,-18.40416839745029,0.0
663,11.236497168324156,13.497409801814252,-22.110898848813044,0.0
664,15.545955662321191,12.952070415880153,-25.817629300175795,0.0
665,6.150400286334971,11.814264022504638,-12.502028848716467,0.0
666,10.459858780332006,11.268924636570539,-16.20875930007922,0.0
667,14.76931727432904,10.72358525063644,-19.91548975144197,0.0
668,19.078775768326075,10.17824586470234,-23.622220202804723,0.0
669,23.38823426232311,9.632906478768241,-27.328950654167475,0.0
670,13.99267888633689,8.495100085392725,-14.01335020270815,0.0
671,18.302137380333924,7.949760699458626,-17.7200806540709,0.0
672,22.61159587433096,7.4044213135245265,-21.426811105433654,0.0
673,26.921054368327994,6.859081927590427,-25.133541556796406,0.0
674,31.23051286232502,6.313742541656327,-28.840272008159157,0.0
675,21.83495748633881,5.1759361482808135,-15.524671556699829,0.0
676,26.144415980335843,4.630596762346714,-19.23140200806258,0.0
677,30.453874474332885,4.085257376412615,-22.938132459425333,0.0
678,34.76333296832991,3.539917990478516,-26.644862910788085,0.0
679,39.07279146232694,2.994578604544417,-30.351593362150837,0.0
680,-29.50101516026021,37.671797686556786,-4.026986062902161,3.0
681,-25.191556666263175,37.12645830062269,-7.733716514264913,3.0
682,-20.88209817226614,36.58111891468859,-11.440446965627665,3.0
683,-16.57263967826911,36.03577952875449,-15.147177416990417,3.0
684,-12.263181184272074,35.49044014282039,-18.85390786835317,3.0
685,-21.65873656025829,34.35263374944488,-5.538307416893836,3.0
686,-17.34927806626126,33.80729436351078,-9.245037868256588,3.0
687,-13.039819572264225,33.26195497757668,-12.95176831961934,3.0
688,-8.730361078267194,32.71661559164257,-16.658498770982092,3.0
689,-4.420902584270159,32.17127620570847,-20.365229222344844,3.0
690,-13.816457960256376,31.03346981233296,-7.049628770885519,3.0
691,-9.506999466259344,30.48813042639886,-10.756359222248271,3.0
692,-5.19754097226231,29.942791040464762,-14.463089673611023,3.0
693,-0.8880824782652752,29.397451654530663,-18.169820124973775,3.0
694,3.4213760157317594,28.852112268596564,-21.876550576336527,3.0
695,-5.97417936025446,27.714305875221047,-8.560950124877198,3.0
696,-1.6647208662574258,27.168966489286948,-12.26768057623995,3.0
697,2.644737627739609,26.62362710335285,-15.974411027602702,3.0
698,6.954196121736636,26.07828771741875,-19.681141478965454,0.0
699,11.263654615733671,25.53294833148465,-23.387871930328206,0.0
700,1.8680992397474512,24.395141938109134,-10.072271478868881,3.0
701,6.177557733744486,23.849802552175035,-13.779001930231633,3.0
702,10.48701622774152,23.304463166240936,-17.485732381594385,0.0
703,14.796474721738555,22.759123780306837,-21.192462832957137,0.0
704,19.10593321573559,22.213784394372738,-24.89919328431989,0.0
705,9.71037783974937,21.075978000997225,-11.58359283286056,0.0
706,14.019836333746404,20.530638615063125,-15.290323284223312,0.0
707,18.32929482774344,19.985299229129026,-18.997053735586064,0.0
708,22.638753321740474,19.439959843194927,-22.703784186948816,0.0
709,26.94821181573751,18.894620457260825,-26.410514638311568,0.0
710,17.55265643975129,17.75681406388531,-13.094914186852243,0.0
711,21.862114933748323,17.211474677951212,-16.801644638214995,0.0
712,26.171573427745358,16.66613529201711,-20.508375089577747,0.0
713,30.481031921742392,16.12079590608301,-24.2151055409405,0.0
714,34.79049041573942,15.575456520148913,-27.92183599230325,0.0
715,25.3949350397532,14.437650126773399,-14.606235540843922,0.0
716,29.704393533750242,13.8923107408393,-18.312965992206674,0.0
717,34.01385202774727,13.3469713549052,-22.019696443569426,0.0
718,38.3233105217443,12.8016319689711,-25.726426894932178,0.0
719,42.63276901574134,12.256292583037,-29.43315734629493,0.0
720,-25.94103760684581,46.93351166504937,-3.1085500470462577,3.0
721,-21.631579112848776,46.388172279115274,-6.81528049840901,3.0
722,-17.32212061885174,45.842832893181175,-10.522010949771762,3.0
723,-13.01266212485471,45.297493507247076,-14.228741401134513,3.0
724,-8.703203630857676,44.75215412131298,-17.935471852497265,3.0
725,-18.098759006843895,43.614347727937464,-4.619871401037933,3.0
726,-13.78930051284686,43.069008342003364,-8.326601852400685,3.0
727,-9.479842018849826,42.523668956069265,-12.033332303763437,3.0
728,-5.170383524852795,41.97832957013516,-15.74006275512619,3.0
729,-0.8609250308557606,41.43299018420106,-19.44679320648894,3.0
730,-10.256480406841977,40.29518379082555,-6.131192755029616,3.0
731,-5.947021912844946,39.74984440489145,-9.837923206392368,3.0
732,-1.6375634188479111,39.20450501895735,-13.54465365775512,3.0
733,2.6718950751491235,38.65916563302325,-17.251384109117872,3.0
734,6.981353569146158,38.11382624708915,-20.958114560480624,3.0
735,-2.4142018068400617,36.97601985371364,-7.642514109021295,3.0
736,1.895256687156973,36.43068046777954,-11.349244560384047,3.0
737,6.2047151811540076,35.88534108184544,-15.0559750117468,3.0
738,10.514173675151035,35.34000169591133,-18.76270546310955,3.0
739,14.82363216914807,34.794662309977234,-22.469435914472303,0.0
740,5.42807679316185,33.65685591660172,-9.153835463012978,3.0
741,9.737535287158885,33.11151653066762,-12.86056591437573,3.0
742,14.04699378115592,32.56617714473352,-16.567296365738482,0.0
743,18.356452275152954,32.02083775879942,-20.274026817101234,0.0
744,22.66591076914999,31.475498372865324,-23.980757268463986,0.0
745,13.270355393163769,30.33769197948981,-10.665156817004657,3.0
746,17.579813887160803,29.79235259355571,-14.37188726836741,0.0
747,21.889272381157838,29.24701320762161,-18.07861771973016,0.0
748,26.198730875154872,28.70167382168751,-21.785348171092913,0.0
749,30.5081893691519,28.15633443575341,-25.492078622455665,0.0
750,21.112633993165687,27.018528042377895,-12.17647817099634,0.0
751,25.422092487162722,26.473188656443796,-15.883208622359092,0.0
752,29.731550981159764,25.927849270509697,-19.589939073721844,0.0
753,34.04100947515679,25.382509884575597,-23.296669525084596,0.0
754,38.35046796915382,24.8371704986415,-27.003399976447348,0.0
755,28.9549125931676,23.699364105265985,-13.68779952498802,0.0
756,33.26437108716464,23.154024719331886,-17.39452997635077,0.0
757,37.57382958116167,22.608685333397787,-21.101260427713523,0.0
758,41.883288075158696,22.063345947463688,-24.807990879076275,0.0
759,46.19274656915574,21.51800656152959,-28.514721330439027,0.0
760,-22.381060053431412,56.19522564354196,-2.1901140311903546,3.0
761,-18.071601559434377,55.64988625760786,-5.896844482553107,3.0
762,-13.762143065437343,55.10454687167376,-9.603574933915858,3.0
763,-9.452684571440312,54.55920748573966,-13.31030538527861,3.0
764,-5.143226077443277,54.01386809980556,-17.017035836641362,3.0
765,-14.538781453429493,52.87606170643004,-3.7014353851820303,3.0
766,-10.229322959432462,52.330722320495944,-7.408165836544782,3.0
767,-5.9198644654354275,51.785382934561845,-11.114896287907534,3.0
768,-1.6104059714383965,51.240043548627746,-14.821626739270286,3.0
769,2.699052522558638,50.69470416269365,-18.528357190633038,3.0
770,-6.696502853427578,49.556897769318134,-5.212756739173713,3.0
771,-2.387044359430547,49.011558383384035,-8.919487190536465,3.0
772,1.9224141345664876,48.466218997449936,-12.626217641899217,3.0
773,6.231872628563522,47.920879611515836,-16.33294809326197,3.0
774,10.541331122560557,47.37554022558174,-20.03967854462472,3.0
775,1.145775746574337,46.237733832206224,-6.724078093165396,3.0
776,5.455234240571372,45.692394446272125,-10.430808544528148,3.0
777,9.764692734568406,45.147055060338026,-14.1375389958909,3.0
778,14.07415122856544,44.60171567440393,-17.84426944725365,3.0
779,18.383609722562475,44.05637628846983,-21.550999898616404,0.0
780,8.988054346576249,42.91856989509431,-8.235399447157075,3.0
781,13.297512840573283,42.37323050916021,-11.942129898519827,3.0
782,17.606971334570318,41.82789112322611,-15.648860349882579,3.0
783,21.916429828567352,41.28255173729201,-19.35559080124533,0.0
784,26.225888322564387,40.73721235135791,-23.062321252608083,0.0
785,16.830332946578167,39.5994059579824,-9.746720801148754,3.0
786,21.139791440575202,39.0540665720483,-13.453451252511506,0.0
787,25.449249934572236,38.5087271861142,-17.160181703874258,0.0
788,29.75870842856927,37.963387800180094,-20.86691215523701,0.0
789,34.0681669225663,37.418048414245995,-24.573642606599762,0.0
790,24.672611546580086,36.28024202087049,-11.258042155140437,0.0
791,28.98207004057712,35.73490263493639,-14.964772606503189,0.0
792,33.29152853457416,35.18956324900229,-18.67150305786594,0.0
793,37.60098702857119,34.644223863068184,-22.378233509228693,0.0
794,41.91044552256822,34.098884477134085,-26.084963960591445,0.0
795,32.51489014658201,32.96107808375857,-12.769363509132116,0.0
796,36.82434864057904,32.41573869782447,-16.476093960494868,0.0
797,41.13380713457608,31.870399311890374,-20.18282441185762,0.0
798,45.44326562857311,31.325059925956275,-23.889554863220372,0.0
799,49.752724122570136,30.779720540022176,-27.596285314583124,0.0
800,-51.72757125632719,-28.865019770157673,-1.3383338350433078,0.0
801,-47.41811276233015,-29.410359156091772,-5.04506428640606,0.0
802,-43.108654268333126,-29.95569854202587,-8.751794737768812,0.0
803,-38.79919577433609,-30.50103792795997,-12.458525189131564,0.0
804,-34.48973728033906,-31.04637731389407,-16.165255640494316,0.0
805,-43.88529265632527,-32.18418370726959,-2.8496551890349835,0.0
806,-39.575834162328235,-32.72952309320369,-6.556385640397735,0.0
807,-35.26637566833121,-33.27486247913779,-10.263116091760487,0.0
808,-30.956917174334173,-33.82020186507189,-13.96984654312324,0.0
809,-26.647458680337138,-34.365541251005986,-17.67657699448599,0.0
810,-36.04301405632336,-35.5033476443815,-4.360976543026666,0.0
811,-31.733555562326323,-36.0486870303156,-8.067706994389418,0.0
812,-27.42409706832929,-36.5940264162497,-11.77443744575217,0.0
813,-23.114638574332254,-37.1393658021838,-15.481167897114922,0.0
814,-18.805180080335223,-37.684705188117896,-19.187898348477674,0.0
815,-28.20073545632144,-38.82251158149341,-5.872297897018349,0.0
816,-23.891276962324405,-39.36785096742751,-9.579028348381101,0.0
817,-19.581818468327373,-39.91319035336161,-13.285758799743853,0.0
818,-15.272359974330339,-40.458529739295706,-16.992489251106605,0.0
819,-10.962901480333308,-41.003869125229805,-20.699219702469357,0.0
820,-20.35845685631952,-42.141675518605325,-7.383619251010025,0.0
821,-16.04899836232249,-42.687014904539424,-11.090349702372777,0.0
822,-11.739539868325455,-43.23235429047352,-14.797080153735529,0.0
823,-7.430081374328424,-43.77769367640762,-18.50381060509828,0.0
824,-3.120622880331389,-44.32303306234172,-22.210541056461032,0.0
825,-12.516178256317605,-45.460839455717235,-8.894940605001707,0.0
826,-8.206719762320574,-46.006178841651334,-12.60167105636446,0.0
827,-3.8972612683235397,-46.55151822758543,-16.30840150772721,0.0
828,0.4121972256734949,-47.09685761351953,-20.015131959089963,0.0
829,4.7216557196705295,-47.64219699945363,-23.721862410452715,0.0
830,-4.67389965631569,-48.78000339282915,-10.40626195899339,0.0
831,-0.36444116231865564,-49.32534277876325,-14.112992410356142,0.0
832,3.945017331678379,-49.87068216469735,-17.819722861718894,0.0
833,8.254475825675406,-50.41602155063145,-21.526453313081646,0.0
834,12.563934319672441,-50.96136093656555,-25.233183764444398,0.0
835,3.1683789436862213,-52.09916732994106,-11.91758331298507,0.0
836,7.477837437683256,-52.64450671587516,-15.624313764347821,0.0
837,11.78729593168029,-53.18984610180926,-19.331044215710573,0.0
838,16.096754425677325,-53.73518548774336,-23.037774667073325,0.0
839,20.40621291967436,-54.28052487367746,-26.744505118436077,0.0
840,-48.16759370291279,-19.603305791665086,-0.41989781918740476,0.0
841,-43.858135208915755,-20.148645177599185,-4.126628270550157,0.0
842,-39.54867671491873,-20.693984563533284,-7.833358721912909,0.0
843,-35.23921822092169,-21.239323949467384,-11.54008917327566,0.0
844,-30.929759726924658,-21.784663335401483,-15.246819624638412,0.0
845,-40.32531510291087,-22.922469728777003,-1.9312191731790804,0.0
846,-36.01585660891384,-23.467809114711102,-5.637949624541832,0.0
847,-31.70639811491681,-24.0131485006452,-9.344680075904584,0.0
848,-27.396939620919774,-24.5584878865793,-13.051410527267336,0.0
849,-23.08748112692274,-25.1038272725134,-16.758140978630088,0.0
850,-32.48303650290896,-26.241633665888912,-3.442540527170763,0.0
851,-28.173578008911925,-26.78697305182301,-7.149270978533515,0.0
852,-23.86411951491489,-27.33231243775711,-10.856001429896267,0.0
853,-19.554661020917855,-27.87765182369121,-14.562731881259019,0.0
854,-15.245202526920824,-28.42299120962531,-18.26946233262177,0.0
855,-24.64075790290704,-29.56079760300082,-4.953861881162446,0.0
856,-20.331299408910006,-30.10613698893492,-8.660592332525198,0.0
857,-16.021840914912975,-30.65147637486902,-12.36732278388795,0.0
858,-11.71238242091594,-31.19681576080312,-16.0740532352507,0.0
859,-7.402923926918909,-31.74215514673722,-19.780783686613454,0.0
860,-16.798479302905125,-32.87996154011274,-6.465183235154122,0.0
861,-12.48902080890809,-33.42530092604684,-10.171913686516874,0.0
862,-8.179562314911056,-33.97064031198094,-13.878644137879625,0.0
863,-3.870103820914025,-34.515979697915036,-17.585374589242377,0.0
864,0.4393546730830096,-35.061319083849135,-21.29210504060513,0.0
865,-8.956200702903207,-36.19912547722465,-7.976504589145804,0.0
866,-4.646742208906176,-36.74446486315875,-11.683235040508556,0.0
867,-0.337283714909141,-37.289804249092846,-15.389965491871308,0.0
868,3.9721747790878936,-37.835143635026945,-19.09669594323406,0.0
869,8.281633273084928,-38.380483020961044,-22.803426394596812,0.0
870,-1.1139221029012916,-39.518289414336564,-9.487825943137487,0.0
871,3.195536391095743,-40.06362880027066,-13.194556394500239,0.0
872,7.504994885092778,-40.60896818620476,-16.90128684586299,0.0
873,11.814453379089805,-41.15430757213886,-20.608017297225743,0.0
874,16.12391187308684,-41.69964695807296,-24.314747748588495,0.0
875,6.72835649710062,-42.837453351448474,-10.999147297129166,0.0
876,11.037814991097655,-43.38279273738257,-14.705877748491918,0.0
877,15.34727348509469,-43.92813212331667,-18.41260819985467,0.0
878,19.656731979091724,-44.47347150925077,-22.119338651217422,0.0
879,23.96619047308876,-45.01881089518487,-25.826069102580174,0.0
880,-44.60761614949839,-10.341591813172498,0.4985381966684983,0.0
881,-40.298157655501356,-10.886931199106597,-3.2081922546942536,0.0
882,-35.98869916150432,-11.432270585040696,-6.9149227060570055,0.0
883,-31.67924066750729,-11.977609970974799,-10.621653157419757,0.0
884,-27.36978217351026,-12.522949356908898,-14.32838360878251,3.0
885,-36.76533754949647,-13.66075575028441,-1.0127831573231774,0.0
886,-32.455879055499445,-14.20609513621851,-4.719513608685929,0.0
887,-28.14642056150241,-14.751434522152609,-8.426244060048681,0.0
888,-23.836962067505375,-15.296773908086712,-12.132974511411433,0.0
889,-19.52750357350834,-15.84211329402081,-15.839704962774185,0.0
890,-28.92305894949456,-16.979919687396325,-2.52410451131486,0.0
891,-24.613600455497526,-17.525259073330425,-6.230834962677612,0.0
892,-20.30414196150049,-18.070598459264524,-9.937565414040364,0.0
893,-15.99468346750346,-18.615937845198623,-13.644295865403116,0.0
894,-11.685224973506426,-19.161277231132722,-17.351026316765868,0.0
895,-21.080780349492642,-20.299083624508235,-4.035425865306543,0.0
896,-16.77132185549561,-20.844423010442334,-7.742156316669295,0.0
