,twt_id,street_id,x,y,next_x,next_y,st_flag,user_id,year,month,day
185,8265973,19481,2.36257027,48.88295223,2.36257018,48.8827082,0,798445021,2013,10,7
186,8265974,19481,2.36257018,48.8827082,2.36257018,48.8827082,0,798445021,2013,10,7
187,8265975,19481,2.36257018,48.8827082,2.36257018,48.8827082,0,798445021,2013,10,7
188,8265976,19481,2.36257018,48.8827082,2.36257018,48.88275081,0,798445021,2013,10,7
189,8265977,19481,2.36257018,48.88275081,2.36234581,48.88107855,0,798445021,2013,10,7
190,8267747,19475,2.36234581,48.88107855,2.36272823,48.88227006,0,798445021,2013,10,7
191,8393849,19483,2.36272823,48.88227006,2.36307323,48.88174201,0,798445021,2013,10,7
192,8394594,19473,2.36307323,48.88174201,2.36270324,48.88184989,0,798445021,2013,10,7
193,8394595,19497,2.36270324,48.88184989,2.36270324,48.88184989,0,798445021,2013,10,7
194,8394596,19497,2.36270324,48.88184989,2.36276418,48.88145783,0,798445021,2013,10,7
195,8394597,19475,2.36276418,48.88145783,2.36288008,48.88138752,0,798445021,2013,10,7
196,8394598,19473,2.36288008,48.88138752,2.36342006,48.88120761,0,798445021,2013,10,7
197,8396102,19437,2.36342006,48.88120761,2.36265294,48.88120387,0,798445021,2013,10,7
198,8396103,19475,2.36265294,48.88120387,2.36495455,48.88076068,0,798445021,2013,10,7
199,8511553,19464,2.36495455,48.88076068,2.36495455,48.88076068,0,798445021,2013,10,7
200,8511554,19464,2.36495455,48.88076068,2.36709533,48.87908938,0,798445021,2013,10,7
201,9856856,6822,2.36709533,48.87908938,2.37772349,48.88945002,0,798445021,2013,10,7
202,5915839,21180,2.37772349,48.88945002,2.36098476,48.88132327,0,798445021,2013,10,8
203,8139837,58978,2.36098476,48.88132327,2.36116083,48.88042354,0,798445021,2013,10,8
204,8140260,19498,2.36116083,48.88042354,2.36257018,48.88275006,0,798445021,2013,10,8
205,8265955,19481,2.36257018,48.88275006,2.36199939,48.88054212,0,798445021,2013,10,8
206,8267744,19499,2.36199939,48.88054212,2.36467498,48.88159391,0,798445021,2013,10,8
207,8510639,19427,2.36467498,48.88159391,,,1,798445021,2013,9,10
