COMPNOS,NatureCode,Location
120428051,SCHALM,"(42.28242942, -71.09448186)"
120428117,CD11  ,"(42.30015636, -71.06687456)"
120428056,CD11  ,"(42.30015636, -71.06687456)"
120429811,HITRUN,"(42.33286635, -71.04414457)"
120436671,BERPT ,"(42.34978168, -71.13517077)"
120430184,BERPT ,"(42.30855664, -71.11369158)"
120595599,LARCRT,"(42.30908096, -71.05098805)"
120428519,IVDRUG,"(42.3286598, -71.08561842)"
120428105,LARCRT,"(42.32177134, -71.11597463)"
120428257,IVMV  ,"(42.33807635, -71.03901457)"
120429857,INVEST,"(42.36164815, -71.05998657)"
120427741,CD14  ,"(0.0, 0.0)"
120428221,TRFFIC,"(42.33824135, -71.02964457)"
120428315,IVMV  ,"(42.31369635, -71.06207456)"
120610155,FDPROP,"(42.33372337, -71.09095643)"
120429832,BERPT ,"(42.30745053, -71.1163492)"
120448302,LSTPRP,"(42.34402135, -71.08119455)"
120428804,VANRPT,"(42.2901966, -71.08802624)"
120429464,BERPT ,"(42.2762352, -71.16644825)"
120428173,FDCHLD,"(42.28202136, -71.08341455)"
120428104,MISPER,"(42.31575135, -71.07211455)"
120486453,LARCRT,"(42.35345135, -71.13588453)"
120433968,HARPT ,"(42.35370635, -71.07546956)"
120429694,IVPER ,"(42.30348136, -71.08500956)"
120428808,BEMVRT,"(42.23236137, -71.12969454)"
120428575,BEMVRT,"(42.23236137, -71.12969454)"
120428180,BEMVRT,"(42.23236137, -71.12969454)"
120428631,BEMVRT,"(42.23353637, -71.12915455)"
120428739,BEMVRT,"(42.23236137, -71.12969454)"
120428237,TRAUMA,"(42.27846136, -71.15121954)"
120428263,MVA   ,"(42.33494135, -71.04680957)"
120428447,LANTEN,"(42.28377636, -71.08715456)"
120437874,BEMVRT,"(42.34470431, -71.02941573)"
120429779,HITRUN,"(42.25629373, -71.11952661)"
120431731,BERPT ,"(42.35207505, -71.13529658)"
120428889,LARCRT,"(42.33940635, -71.05366456)"
120429512,BERPT ,"(42.31596163, -71.07381757)"
120428334,FDPROP,"(42.30990635, -71.10894955)"
120428376,MISC  ,"(42.24827757, -71.11677338)"
120428514,HITRUN,"(42.31851135, -71.09665956)"
120430183,MISPER,"(42.32011135, -71.04118957)"
120428420,OVRDOS,"(42.35226635, -71.07250956)"
120431268,VANRPT,"(42.32128572, -71.0669224)"
120428493,IVMV  ,"(42.38021466, -71.03493203)"
120431359,STOLEN,"(42.34848135, -71.07414956)"
120431475,THREAT,"(42.29892545, -71.07692328)"
120428931,FDPROP,"(42.31700135, -71.06508957)"
120430275,VANRPT,"(42.27693136, -71.16506953)"
120428442,IVPREM,"(42.37928134, -71.06108956)"
120428789,MVANO ,"(42.35087634, -71.07534456)"
120428457,BEIP  ,"(42.33758135, -71.09943955)"
120428566,IVMV  ,"(42.31556136, -71.08898956)"
120428567,LARCRT,"(42.27432136, -71.08507955)"
120428569,ROBIP ,"(42.33614915, -71.0467171)"
120428619,IVPREM,"(42.32968405, -71.05557493)"
120428449,ARREST,"(42.33238942, -71.08135015)"
120428602,HARPT ,"(42.26793613, -71.11626076)"
120428646,INVEST,"(42.333399, -71.08743959)"
120428696,ARREST,"(42.33811135, -71.03757957)"
120428725,VANRPT,"(42.2544136, -71.12237796)"
120431566,HITRUN,"(42.33758135, -71.07334956)"
120428824,LARCRT,"(42.28328415, -71.08824102)"
120428714,MVPED1,"(42.35778135, -71.05533957)"
120436165,IVPER ,"(42.29754136, -71.05973457)"
120438240,MISPER,"(0.0, 0.0)"
120428701,IVPER ,"(42.30911635, -71.08283956)"
120428748,PERGUN,"(42.38594074, -71.01321996)"
120428597,LARCRT,"(42.31348491, -71.05928702)"
120428767,MSNCOM,"(42.33043635, -71.04512457)"
120431722,LARCRT,"(42.3098146, -71.08235064)"
120428794,MVANO ,"(42.29174136, -71.07718956)"
120428476,VANRPT,"(42.33259272, -71.10547005)"
120428812,ABRPT ,"(42.33662635, -71.07843955)"
120429308,IVPER ,"(42.33662635, -71.07843955)"
120429101,THREAT,"(42.31686636, -71.08872955)"
120429012,INJOFF,"(42.24827757, -71.11677338)"
120428895,ARREST,"(42.3152972, -71.06689146)"
120429142,INVEST,"(42.36009134, -71.05581956)"
120429303,PERGUN,"(42.31600134, -71.0983055)"
120428961,SSTOP ,"(42.33880135, -71.05080957)"
120428963,DVIP  ,"(42.33870135, -71.08145456)"
120428951,IVPER ,"(42.24551137, -71.12269954)"
120428943,ARREST,"(42.37396134, -71.06533956)"
120428912,IVPER ,"(42.32609135, -71.07533956)"
120443353,THREAT,"(42.28424009, -71.09660595)"
120430763,VANRPT,"(42.3507348, -71.15609534)"
120438595,MISPER,"(42.30662185, -71.08445721)"
120518924,BEMVRT,"(42.34543135, -71.08675956)"
120431147,ABRPT ,"(42.36272959, -71.05875616)"
120440594,LARCRT,"(42.26215636, -71.15186454)"
120512283,IVPER ,"(42.28140137, -71.13354954)"
120429001,ARREST,"(42.31600134, -71.0983055)"
120429089,FIGHT ,"(42.38508634, -71.01148958)"
120429003,VANRPT,"(42.32973635, -71.05695956)"
120428955,ARREST,"(42.2619841, -71.10973973)"
120429082,IVPER ,"(42.33538635, -71.05080456)"
120429099,CRIP  ,"(42.30802635, -71.07148956)"
120429094,IVPER ,"(42.33639635, -71.04115457)"
120429091,BERPT ,"(42.27302871, -71.06981192)"
120429074,ARREST,"(42.33238942, -71.08135015)"
120433421,LARCRT,"(42.31284636, -71.07842455)"
120429838,LARCRT,"(42.30641135, -71.11879954)"
120429071,ARREST,"(42.33238942, -71.08135015)"
120429268,LARCRT,"(42.35590635, -71.07056456)"
120429307,INVEST,"(42.36856634, -71.04122457)"
120429133,TSTOP ,"(42.32030635, -71.06196456)"
120429143,CD11  ,"(42.23329137, -71.13367454)"
120429154,REQEP ,"(42.34206023, -71.08562796)"
120429157,FV    ,"(42.29815136, -71.08701956)"
120429743,BEMVRT,"(42.34470431, -71.02941573)"
120429430,ARREST,"(42.29754136, -71.05973457)"
120429173,VANIP ,"(42.35048135, -71.13105954)"
120429093,TSTOP ,"(42.23842137, -71.13279955)"
120429185,IVPER ,"(42.32688961, -71.05448604)"
120429192,FV    ,"(0.0, 0.0)"
120429207,BEMVRT,"(42.35316135, -71.07399956)"
120429212,HITRUN,"(42.27964522, -71.08370574)"
120429211,DROWN ,"(42.35970178, -71.05136465)"
120429202,MVAINJ,"(0.0, 0.0)"
120429262,INVEST,"(42.33193135, -71.03324957)"
120430929,VANRPT,"(42.37155634, -71.03899457)"
120430827,VANRPT,"(42.34149572, -71.14967662)"
120433918,VANRPT,"(42.3453122, -71.14293624)"
120429634,BERPT ,"(42.29576135, -71.05582456)"
120430884,IVPER ,"(42.35097164, -71.16382526)"
120429217,CARJAK,"(42.28040136, -71.08247956)"
120429329,MVANO ,"(42.28714136, -71.14857453)"
120429728,INJOFF,"(42.29949136, -71.08633956)"
120429281,ARREST,"(42.27457836, -71.08001927)"
120429257,IVPER ,"(42.34154635, -71.08318955)"
120429287,LARCRT,"(42.34865634, -71.08256955)"
120429310,STAB  ,"(42.38069134, -71.02957958)"
120429312,SSTOP ,"(42.33043607, -71.08369937)"
120429344,VANIP ,"(42.28731636, -71.15054453)"
120435746,HARPT ,"(42.30573383, -71.0778418)"
120429359,MVA   ,"(42.29949136, -71.08633956)"
120429364,ROBIP ,"(42.33908135, -71.09893955)"
120429501,IVPER ,"(42.34231635, -71.07330956)"
120440104,LARCRT,"(0.0, 0.0)"
120454383,BERPT ,"(42.25536636, -71.12701954)"
120429388,HITRUN,"(42.29552635, -71.06154956)"
120429386,FV    ,"(42.36694134, -71.05853957)"
120429390,SHPLFT,"(42.34865634, -71.08256955)"
120429490,LARCRT,"(42.35515135, -71.06203955)"
120429371,ABDWIP,"(42.28187037, -71.0855491)"
120468636,ILLPRK,"(42.36354634, -71.05453956)"
120429448,FDPROP,"(42.26580584, -71.09799494)"
120433395,MISPER,"(42.33727597, -71.07922012)"
120430609,VANRPT,"(42.37886634, -71.03855457)"
120431092,LARCRT,"(42.26712636, -71.11636955)"
120429534,LARCRT,"(42.26250356, -71.16697854)"
120430914,BEMVRT,"(42.34461634, -71.08636455)"
120429514,MISPER,"(42.29848136, -71.06315456)"
120429495,IVDRUG,"(42.28051388, -71.08205305)"
120445666,ABRPT ,"(42.36114134, -71.06531456)"
120429520,FIGHT ,"(42.33005135, -71.03316958)"
120437647,BERPTA,"(42.34615872, -71.07924793)"
120429668,IVDRUG,"(42.29754136, -71.05973457)"
120430611,BEMVRT,"(42.34913135, -71.08769455)"
120430743,LARCRT,"(42.32177134, -71.11597463)"
120429918,BEMVRT,"(42.35226635, -71.07250956)"
120456831,LSTPRP,"(42.29916135, -71.06431456)"
120429561,ARREST,"(42.36238135, -71.05848957)"
120429564,HITRUN,"(42.37622134, -71.06914455)"
120419567,CD5   ,"(42.31459136, -71.06743957)"
120429567,TSTOP ,"(42.31211072, -71.06886345)"
120429576,IVMV  ,"(42.26326137, -71.12563955)"
120429590,REQP  ,"(42.31400135, -71.09424455)"
120429616,STNING,"(42.29892545, -71.07692328)"
120431130,IVPREM,"(42.32854635, -71.06836455)"
120430673,LARCRT,"(42.31752135, -71.08798955)"
120429753,IVDRUG,"(42.27330137, -71.09368956)"
120429627,MVPED2,"(42.35084135, -71.07771956)"
120431504,VANRPT,"(42.34434135, -71.08807955)"
120429672,MVAINJ,"(42.28123636, -71.07110456)"
120429673,TRANSP,"(42.37668134, -71.03624957)"
120429686,FDPROP,"(42.3629978, -71.06375465)"
120429692,EDP2  ,"(42.28119636, -71.13093454)"
120429697,IVPER ,"(42.31692428, -71.08252908)"
120429710,NIDV  ,"(42.37878134, -71.05681456)"
120429713,LMUSIC,"(42.27142136, -71.11030455)"
120472347,LARCRT,"(42.34302135, -71.06493956)"
120429957,BERPT ,"(42.27369136, -71.08924956)"
120444851,IVMV  ,"(42.34806406, -71.08968949)"
120429735,VANRPT,"(42.31804635, -71.07787456)"
120430645,BERPT ,"(42.33920635, -71.07202956)"
120429709,RECMV ,"(42.33843409, -71.0502471)"
120429741,VANRPT,"(42.25619136, -71.11760954)"
120429721,IVDRUG,"(42.31813635, -71.06763956)"
120430650,BERPT ,"(42.27682636, -71.09357955)"
120435775,VANRPT,"(42.37997634, -71.02943457)"
120431044,BEMVRT,"(42.29688832, -71.1156682)"
120429816,ABIP  ,"(42.28810136, -71.04683957)"
120429843,MVPED1,"(42.32196135, -71.07241956)"
120429848,THREAT,"(42.34185635, -71.08364455)"
120431396,LARCRT,"(42.35225135, -71.16035953)"
120429931,IVPER ,"(42.28486136, -71.09132455)"
120429884,LARCIP,"(42.35114135, -71.07665956)"
120430831,HITRUN,"(42.29510635, -71.07822456)"
120560070,LARCRT,"(42.34366135, -71.08800455)"
120438271,STOLMV,"(42.32429532, -71.07035649)"
120439227,STOLMV,"(42.35048717, -71.17153951)"
120430022,LARCRT,"(42.34638135, -71.08482955)"
120429951,IVPER ,"(42.29044636, -71.12383954)"
120432300,UNCONS,"(42.27171137, -71.10660955)"
120429962,EDP2  ,"(42.32086549, -71.10668335)"
120429983,MVAINJ,"(42.29225136, -71.07175957)"
120430024,IVPER ,"(42.33865635, -71.04698456)"
120430017,THREAT,"(42.27590186, -71.09503423)"
120463445,LARCRT,"(42.33663135, -71.08515955)"
120430298,VANRPT,"(42.37702134, -71.05098957)"
120430034,MVAINJ,"(42.32686135, -71.09291955)"
120430047,UNCONS,"(42.30591136, -71.06490957)"
120430051,MVPED1,"(42.34290135, -71.07885456)"
120430067,VANIP ,"(42.32721054, -71.10804509)"
120441581,BEMVRT,"(42.31079135, -71.07815956)"
120430078,CARST ,"(42.28424009, -71.09660595)"
120430109,FIGHT ,"(42.32242809, -71.10986714)"
120430414,BEMVRT,"(42.35661135, -71.07166956)"
120640638,LSTPRP,"(0.0, 0.0)"
120430100,ABRPT ,"(42.35794766, -71.05081372)"
120430992,IVPER ,"(42.26300154, -71.14951868)"
120430161,TRANSP,"(42.29538451, -71.08926776)"
120431707,LSTPRP,"(42.34196134, -71.05251456)"
120431946,IVPER ,"(42.30675215, -71.06028047)"
120432079,LARCRT,"(0.0, 0.0)"
120430156,DVIP  ,"(42.26681702, -71.09568347)"
120430164,MVA   ,"(42.38791359, -71.01694513)"
120430538,BEMVRT,"(42.28069131, -71.09622017)"
120430172,LARCIP,"(42.34824634, -71.08822955)"
120430177,MVPED1,"(0.0, 0.0)"
120445138,MISC  ,"(42.34061048, -71.05553657)"
120513274,LARCRT,"(42.28300244, -71.12688568)"
120430193,MISC  ,"(0.0, 0.0)"
120430231,VANIP ,"(42.34737676, -71.13530302)"
120430255,IVMV  ,"(42.33841135, -71.05127957)"
120436345,VANRPT,"(42.27618557, -71.13790262)"
120430278,PSHOT ,"(42.3120595, -71.06817684)"
120430277,MISPER,"(42.29224136, -71.15270452)"
120430292,PSHOT ,"(42.33371135, -71.09665955)"
120430290,IVPREM,"(42.35932135, -71.05348957)"
120432010,PDRPT ,"(42.36329784, -71.13445575)"
120430318,SSTOP ,"(42.34148135, -71.08656956)"
120430336,SUSPER,"(42.36164815, -71.05998657)"
120431869,STOLMV,"(42.29908139, -71.0683246)"
120441198,PDRPT ,"(42.32143135, -71.07804955)"
120431460,HARPT ,"(42.26619636, -71.12249456)"
120431275,BERPTA,"(42.34512135, -71.13840954)"
120430510,LSTPRP,"(42.35950634, -71.05352956)"
120430367,ALARMC,"(42.33676635, -71.07665456)"
120432982,LSTPRP,"(42.3075695, -71.08260564)"
120430435,IVPER ,"(42.35440135, -71.05910957)"
120430431,IVPER ,"(42.34866135, -71.07910956)"
120431455,HITRUN,"(42.35266635, -71.16315453)"
120430534,BERPT ,"(42.35351135, -71.13116954)"
120430478,STAB  ,"(42.35047603, -71.12773519)"
120430913,VANRPT,"(42.30664135, -71.06254956)"
120437881,LARCRT,"(42.28427881, -71.07410675)"
120430486,LARCIP,"(42.32486135, -71.09800455)"
120430488,TSTOP ,"(42.31981136, -71.08138956)"
120430519,VANIP ,"(42.33149135, -71.02985958)"
120431353,HITRUN,"(42.30901619, -71.05810831)"
120430784,STOLMV,"(42.31176135, -71.05401956)"
120431938,IVPER ,"(42.33604989, -71.1078052)"
120430575,BERPT ,"(42.31176135, -71.05401956)"
120432514,MISPER,"(42.28583636, -71.06933956)"
120430602,REQP  ,"(42.28662636, -71.13136454)"
120430600,MVPED1,"(42.32888135, -71.11072955)"
120430854,IVMV  ,"(42.36047134, -71.06690956)"
120430654,MVAINJ,"(42.29552635, -71.06154956)"
120430824,ARREST,"(42.30608635, -71.06426956)"
120431984,STOLMV,"(42.32723569, -71.08059616)"
120440143,LARCRT,"(42.33774635, -71.06905455)"
120560282,LARCRT,"(42.32326135, -71.10891454)"
120432090,FDPROP,"(0.0, 0.0)"
120458839,IVPER ,"(42.28306636, -71.12901954)"
120491631,LARCRT,"(0.0, 0.0)"
120432482,MISPER,"(42.28885136, -71.07738455)"
120430712,AOD   ,"(42.31263135, -71.11410955)"
120433180,LARCRT,"(42.29703636, -71.06381957)"
120430706,BERPT ,"(42.30277184, -71.07675978)"
120437408,LARCRT,"(42.34126625, -71.16602131)"
120430729,MVAINJ,"(42.27923136, -71.05931457)"
120430731,BEMVRT,"(42.34885635, -71.08964455)"
120430757,IVLIC ,"(42.34350635, -71.06821456)"
120430748,ARREST,"(42.33325635, -71.07289955)"
120430758,ARREST,"(42.27545636, -71.14034954)"
120430766,IVPER ,"(42.33151135, -71.07083456)"
120430785,ARREST,"(42.37767134, -71.03152958)"
120431284,IVPREM,"(42.33950635, -71.06938956)"
130020276,LARCRT,"(42.32947983, -71.11102032)"
120430795,IVMV  ,"(42.33449011, -71.03631921)"
120434160,LARCRT,"(42.25752627, -71.14750833)"
120442740,IVPER ,"(42.23565637, -71.12859455)"
120466107,MISPER,"(42.27246636, -71.10731955)"
120430724,MVBLDR,"(42.37988134, -71.03172957)"
120430828,IVMV  ,"(42.29655136, -71.07950956)"
120431965,BEMVRT,"(42.33919135, -71.03654957)"
120430819,IVPREM,"(42.28391136, -71.11729954)"
120431087,IVPER ,"(42.33950635, -71.06938956)"
120431124,LARCRT,"(42.29476483, -71.08204862)"
120430834,ARREST,"(42.31828136, -71.07783956)"
120430859,IVPER ,"(42.35116634, -71.06292956)"
120430868,OVRDOS,"(42.34587634, -71.08938955)"
120430879,ARREST,"(42.29759136, -71.07611956)"
120431876,STOLMV,"(42.33010135, -71.09707955)"
120438220,IVPER ,"(0.0, 0.0)"
120430877,TSTOP ,"(42.36121135, -71.05329957)"
120430904,FDPROP,"(42.35920135, -71.05936956)"
120431078,HITRUN,"(42.25972163, -71.12310371)"
120430895,IVPREM,"(42.35540624, -71.15171539)"
120430908,INVEST,"(42.28867638, -71.06129458)"
120430915,IVMV  ,"(42.29336636, -71.11920455)"
120432418,TRAUMA,"(42.34938895, -71.14242987)"
120430932,IVPER ,"(42.28983589, -71.13149362)"
120432435,THREAT,"(42.30827136, -71.06748458)"
120431085,ABRPT ,"(42.36272959, -71.05875616)"
120431624,LARCRT,"(42.30397135, -71.08486956)"
120447197,IVPREM,"(42.2965098, -71.0596827)"
120430946,HAZ   ,"(42.32094135, -71.10291455)"
120430962,UNK   ,"(42.34851634, -71.08311455)"
120430964,FDPROP,"(42.28151636, -71.12460954)"
120430778,VANRPT,"(42.28618636, -71.09340455)"
120430942,MVANO ,"(42.35589829, -71.13850805)"
120430982,LARCRT,"(42.33229135, -71.09676455)"
120430988,SHPLFT,"(42.35692134, -71.05876956)"
120431039,ARREST,"(42.3738062, -71.04049035)"
120431430,LARCRT,"(42.34986409, -71.14529739)"
120431027,ABIP  ,"(42.31569478, -71.06391349)"
120431018,TSTOP ,"(42.34138135, -71.05322456)"
120431212,IVMV  ,"(42.3403538, -71.15384822)"
120431041,INVEST,"(42.3507348, -71.15609534)"
120431063,TSTOP ,"(42.26601137, -71.11628955)"
120431428,ROBRPT,"(42.29334606, -71.06307192)"
120431093,ALARMH,"(42.34923635, -71.08036955)"
120430953,CD11  ,"(42.35425634, -71.04624957)"
120435968,IVPER ,"(42.33325635, -71.07289955)"
120435976,IVPER ,"(42.34302135, -71.06493956)"
120437424,HITRUN,"(42.3474283, -71.03584134)"
120431129,MVANO ,"(42.30419136, -71.08243956)"
120435762,MISC  ,"(42.28714136, -71.14857453)"
120442457,LSTPRP,"(42.28283636, -71.07782456)"
120446998,STOLMV,"(42.37625134, -71.03443958)"
120464596,IVPER ,"(42.32828135, -71.05690956)"
120431146,EDP2  ,"(42.27982004, -71.11779156)"
120431154,REQP  ,"(42.2965098, -71.0596827)"
120431182,IVPER ,"(42.33960135, -71.05532956)"
120431197,BERPT ,"(42.31040136, -71.05198957)"
120447149,LARCRT,"(42.32543556, -71.06387302)"
120431902,LSTPRP,"(42.31663333, -71.09171255)"
120431318,HITRUN,"(42.32092135, -71.06132456)"
120431267,THREAT,"(42.30005635, -71.08429455)"
120431384,VANRPT,"(42.31100607, -71.08462456)"
120432772,MISPER,"(42.31307204, -71.06931498)"
120431609,LARCRT,"(42.33797635, -71.08005455)"
120433368,LSTPRP,"(42.31036307, -71.08532539)"
120431520,VANRPT,"(42.36471634, -71.05329956)"
120431769,HITRUN,"(42.36493691, -71.06055366)"
120431838,IVPREM,"(42.28813636, -71.07363456)"
120431305,MISC  ,"(42.27970636, -71.11834954)"
120433445,INVEST,"(42.37363134, -71.05650456)"
120431311,UNK   ,"(42.28508136, -71.12782454)"
120431323,ARREST,"(42.2433014, -71.12623704)"
120431456,MISC  ,"(42.24156137, -71.12524954)"
120431385,LARCRT,"(42.37095634, -71.03897457)"
120431392,LARCRT,"(42.35552926, -71.05849627)"
120431270,FIREB ,"(42.28236936, -71.08971958)"
120431341,SHOT  ,"(42.33688135, -71.07874956)"
120431393,TSTOP ,"(42.35011135, -71.13364954)"
120431351,CARST ,"(42.34796134, -71.06252956)"
120431882,LSTPRP,"(42.35794766, -71.05081372)"
120579167,ABRPT ,"(42.28832136, -71.07626956)"
120431417,MVPED2,"(42.31799135, -71.06728957)"
120431401,IVPER ,"(42.37835134, -71.06080456)"
120434168,BEMVRT,"(42.34118725, -71.08264852)"
120431443,ALARMC,"(42.25560136, -71.12415455)"
120431458,ROBIP ,"(42.35324634, -71.06101456)"
120431994,BERPT ,"(42.30926958, -71.0787186)"
120431567,HITRUN,"(42.31382135, -71.09571455)"
120431459,EDP2  ,"(42.30404287, -71.06761029)"
120432091,MISC  ,"(42.28486136, -71.09132455)"
120440792,INVEST,"(42.31131764, -71.13173283)"
120431495,IVPER ,"(42.28862136, -71.07557956)"
120431496,ARREST,"(42.33550972, -71.0428945)"
120437113,AOD   ,"(42.35250135, -71.12801954)"
120442480,THREAT,"(42.28574136, -71.08764456)"
120431560,LARCRT,"(42.36028135, -71.05730957)"
120431617,LARCRT,"(42.35237134, -71.06490456)"
120432096,LARCRT,"(42.32289635, -71.10209955)"
120431817,LARCRT,"(42.31062135, -71.10339955)"
120440445,LARCRT,"(42.28077136, -71.07882456)"
120431620,HITRUN,"(42.31141136, -71.10257955)"
120431554,MVA   ,"(42.27356636, -71.11895455)"
120431778,MSNCOM,"(42.31287527, -71.09567308)"
120431841,HITRUN,"(42.37619134, -71.03980956)"
120432245,MSNCOM,"(42.24551137, -71.12269954)"
120431625,MVANO ,"(42.31638136, -71.09769955)"
120431724,IVPER ,"(42.37493134, -71.03978957)"
120431835,IVDRUG,"(42.29754136, -71.05973457)"
120433983,MISPER,"(42.31724135, -71.05497956)"
120431698,VIORDR,"(42.33146635, -71.05011456)"
120444927,MISC  ,"(42.27795136, -71.09246955)"
120431836,IVDRUG,"(42.29754136, -71.05973457)"
120432235,VANRPT,"(42.32577015, -71.07461497)"
120431706,FIGHT ,"(42.27142136, -71.09373955)"
120499847,CD35  ,"(42.27142136, -71.09373955)"
120433689,VANRPT,"(42.33566135, -71.03335958)"
120433226,IVMV  ,"(42.34498964, -71.14505151)"
120436484,HITRUN,"(42.35193135, -71.12169454)"
120431755,ARREST,"(42.31926669, -71.08159226)"
120431782,BOMBT ,"(42.29454136, -71.06183957)"
120431806,VIORDR,"(42.32792506, -71.07770104)"
120435179,BEIP  ,"(42.30052136, -71.06494457)"
120432113,LARCRT,"(42.30926135, -71.07422456)"
120450034,BERPT ,"(42.27353589, -71.07003285)"
120431843,SUSPER,"(42.33420135, -71.04419457)"
120431845,SSTOP ,"(42.34045635, -71.07558455)"
120448000,IVPER ,"(42.37866634, -71.03088957)"
120431821,THREAT,"(42.31069135, -71.07876956)"
120432009,BEMVRT,"(42.33538635, -71.05080456)"
120432154,LSTPRP,"(42.31985135, -71.11476954)"
120431872,TRAUMA,"(42.29284636, -71.15070953)"
120431915,IVDRUG,"(42.33325635, -71.07289955)"
120431678,IVPREM,"(42.35172959, -71.07938385)"
120432508,VANRPT,"(42.31415136, -71.05848956)"
120431936,LMUSIC,"(42.27142136, -71.11030455)"
120432338,THREAT,"(42.38135634, -71.03978957)"
120431919,SSTOP ,"(42.32916135, -71.08135956)"
120454279,LARCRT,"(42.29576386, -71.15741095)"
120431810,ARREST,"(42.33238942, -71.08135015)"
120431912,IVPER ,"(42.35261135, -71.07617956)"
120437484,LSTPRP,"(42.36311134, -71.06688956)"
120431927,LARCRT,"(42.38166634, -71.04034456)"
120431923,EDP2  ,"(42.3113242, -71.09321852)"
120431939,ARREST,"(42.28694636, -71.07210456)"
120431974,DISTRB,"(42.31735135, -71.06583456)"
120431957,MVPED1,"(42.30404287, -71.06761029)"
120431968,ROBIP ,"(42.30754136, -71.07608956)"
120433626,LSTPRP,"(42.32179135, -71.06916956)"
120431976,HITRUN,"(42.34338696, -71.06640317)"
120431980,VIORDR,"(42.36358939, -71.06417862)"
120432001,MVAINJ,"(42.27501456, -71.10875542)"
120432022,STNING,"(42.32663135, -71.08748955)"
120432016,ABIP  ,"(42.31406135, -71.09998455)"
120432140,LARCRT,"(42.28694636, -71.07210456)"
120432376,BEMVRT,"(0.0, 0.0)"
120432033,MVPED1,"(0.0, 0.0)"
120447504,THREAT,"(42.30084758, -71.07981059)"
120432083,MVBLDR,"(42.32949635, -71.09971454)"
120432084,FIREB ,"(42.31923135, -71.10002955)"
120432082,ABIP  ,"(42.33731631, -71.04853066)"
120432126,IVPER ,"(42.36164815, -71.05998657)"
120431619,LSTPRP,"(42.35222134, -71.06635956)"
120433310,LSTPRP,"(42.32543556, -71.06387302)"
120432203,IVPER ,"(42.28203636, -71.13233954)"
120432209,INVEST,"(42.30519635, -71.06748956)"
120432162,VANRPT,"(42.28059136, -71.08343455)"
120432255,HITRUN,"(42.38261134, -71.03476457)"
120432182,ARREST,"(42.34481135, -71.09458955)"
120432190,SHOT  ,"(42.32230135, -71.07051957)"
120432262,MVANO ,"(42.31871635, -71.06660456)"
120432225,ABIP  ,"(42.31579136, -71.09829955)"
120432287,LSTPRP,"(42.29671933, -71.07621046)"
120432261,SSTOP ,"(42.33564135, -71.03541958)"
120447766,LARCRT,"(42.36409135, -71.06335957)"
120432489,STOLMV,"(42.33418635, -71.10621954)"
120436717,BEMVRT,"(42.34521135, -71.09532955)"
120436579,IVMV  ,"(42.34521135, -71.09532955)"
120432257,MVA   ,"(42.377571, -71.02983905)"
120432286,ALARM ,"(42.28350734, -71.05845032)"
120432301,BEIP  ,"(42.32233562, -71.07852551)"
120432311,TSTOP ,"(42.35014135, -71.14713954)"
120432395,ABRPT ,"(42.33325635, -71.07289955)"
120433369,INVEST,"(42.30107342, -71.06310743)"
120433152,BEMVRT,"(42.30107342, -71.06310743)"
120433181,VANRPT,"(0.0, 0.0)"
120434098,LSTPRP,"(0.0, 0.0)"
120433675,LARCRT,"(42.29903634, -71.11185405)"
120433801,LSTPRP,"(0.0, 0.0)"
120438908,INVEST,"(42.28158136, -71.08217456)"
120433375,BERPT ,"(42.24679637, -71.12837955)"
120432391,SSTOP ,"(42.32989135, -71.08442956)"
120437595,BERPT ,"(42.30860636, -71.10536956)"
120433485,VANRPT,"(42.34805135, -71.08813956)"
120436288,LARCRT,"(42.34554135, -71.14134953)"
120454334,HITRUN,"(42.35965634, -71.05396456)"
120432390,MVPED1,"(42.38257403, -71.02407272)"
120433342,LARCRT,"(42.33614915, -71.0467171)"
120432459,INVEST,"(42.28413251, -71.06958228)"
120432473,MVPED2,"(42.33128135, -71.07194956)"
120432486,ARREST,"(42.32974135, -71.08452455)"
120432900,MISPER,"(42.31529557, -71.07543333)"
120437503,LSTPRP,"(42.30593033, -71.07926284)"
120433315,BERPT ,"(42.34324373, -71.10423235)"
120432667,HITRUN,"(42.35299135, -71.13208954)"
120433980,INVEST,"(42.32143135, -71.07804955)"
120433528,VANRPT,"(42.2698546, -71.08260708)"
120432511,FDPROP,"(42.28425137, -71.09153956)"
120434343,LARCRT,"(42.34860274, -71.13911478)"
120432545,CD19IV,"(42.35920135, -71.05463957)"
120432552,ROBIP ,"(0.0, 0.0)"
120432504,MVA   ,"(42.30571635, -71.06763456)"
120432575,ARMROB,"(42.32204135, -71.08376956)"
120432577,MVPED1,"(42.28716136, -71.15986953)"
120432583,IVPREM,"(42.28620136, -71.08826456)"
120442961,VANRPT,"(42.27776636, -71.08012956)"
120433091,BERPT ,"(42.33194923, -71.05599596)"
120433337,VANRPT,"(42.32725635, -71.09272455)"
120438679,PDRPT ,"(42.37543757, -71.06434762)"
120432599,CD7   ,"(42.33667135, -71.08208956)"
120432624,STAB  ,"(42.31530135, -71.09485955)"
120432636,MVA   ,"(42.34949135, -71.07219956)"
120432587,ABRPT ,"(42.25195136, -71.12531955)"
120432669,REQP  ,"(42.32850135, -71.09258955)"
120432681,ARREST,"(42.32802135, -71.09236955)"
120432692,UNK   ,"(42.2965098, -71.0596827)"
120432731,UNK   ,"(42.32501543, -71.05924631)"
