COMPNOS,NatureCode,Location
120426423,BERPT ,"(42.34809134, -71.06420956)"
120423406,TRAUMA,"(42.25582137, -71.12411955)"
120423415,BERPT ,"(42.28242942, -71.09448186)"
120424803,IVMV  ,"(42.29684981, -71.04895284)"
120425191,MISPER,"(42.25885636, -71.15144954)"
120424739,BEMVRT,"(42.26855843, -71.12593871)"
120423445,TSTOP ,"(42.25735137, -71.15615954)"
120425253,IVPREM,"(42.30146635, -71.05409457)"
120423975,BERPT ,"(42.28928136, -71.07583456)"
120437457,MISC  ,"(42.34071635, -71.05267456)"
120433720,LARCRT,"(42.33807635, -71.03901457)"
120423470,MVAINJ,"(42.25803137, -71.12820955)"
120423479,IVMV  ,"(42.31250635, -71.07928456)"
120425182,IVDRUG,"(42.3286598, -71.08561842)"
120423516,TSTOP ,"(42.28752636, -71.09027455)"
120423488,NIDV  ,"(42.31196135, -71.10204955)"
120424737,LSTPRP,"(42.32731635, -71.06731956)"
120426341,IVPER ,"(42.28501053, -71.04431332)"
120423556,DISTRB,"(42.34390634, -71.07427455)"
120423565,ARREST,"(42.34208023, -71.15417638)"
120425703,MISPER,"(42.32011135, -71.04118957)"
120423639,IVMV  ,"(42.29467136, -71.05013957)"
120423725,DISTRB,"(42.33604989, -71.1078052)"
120427596,MISPER,"(42.32900135, -71.09213955)"
120433562,STOLMV,"(42.23779137, -71.13158955)"
120521413,THREAT,"(42.30758393, -71.07751662)"
120423637,ILLPRK,"(42.34329635, -71.0779174)"
120423661,FIREB ,"(42.33885635, -71.05449956)"
120424261,LARCRT,"(42.36218134, -71.06223957)"
120423705,HITRUN,"(42.34938895, -71.14242987)"
120487561,VANRPT,"(42.33650635, -71.03441457)"
120428551,LSTPRP,"(0.0, 0.0)"
120423532,ILLPRK,"(42.36238134, -71.05226956)"
120423678,IVPER ,"(42.36431134, -71.13653954)"
120423729,EDP2  ,"(42.28160779, -71.15793171)"
120423731,ABIP  ,"(42.29473195, -71.0850362)"
120424892,IVDRUG,"(42.31037135, -71.06123456)"
120428962,LARCRT,"(42.34061048, -71.05553657)"
120445722,IVPER ,"(42.31139811, -71.07965203)"
120424870,IVPER ,"(42.31385127, -71.0665341)"
120424152,STOLMV,"(42.30972244, -71.10427304)"
120423780,UNK   ,"(42.33354635, -71.03531457)"
120425321,ABRPT ,"(42.34491393, -71.09641336)"
120423816,MVPED1,"(42.32220635, -71.08208955)"
120619468,LARCRT,"(42.33325635, -71.07289955)"
120426586,IVPER ,"(42.2889387, -71.08544022)"
120427439,DISTRB,"(42.35548239, -71.13729626)"
120423836,TSTOP ,"(42.28054137, -71.08800956)"
120423861,IVDRUG,"(42.32283635, -71.10382955)"
120423853,MVA   ,"(42.33117135, -71.07701956)"
120423872,IVPER ,"(42.28203636, -71.13233954)"
120431157,LARCRT,"(42.35499132, -71.12888958)"
120432074,MISC  ,"(42.28486136, -71.09132455)"
120429059,IVPER ,"(42.29278579, -71.07330446)"
120424313,IVPER ,"(42.27958636, -71.11893955)"
120423929,AOD   ,"(42.27734636, -71.06666956)"
120423911,MVAINJ,"(42.25873137, -71.11798955)"
120423967,ARREST,"(42.34134755, -71.07535754)"
120423902,DVIP  ,"(42.33931135, -71.07914955)"
120424588,LARCRT,"(42.27622636, -71.13938954)"
120424867,MSNCOM,"(42.28087136, -71.08036456)"
120424010,UNK   ,"(42.36777807, -71.03942751)"
120423984,FIRE  ,"(42.37055134, -71.03993957)"
120423997,MVANO ,"(42.37904134, -71.06260956)"
120425902,BEMVRT,"(42.28403136, -71.12686454)"
120437942,MISPER,"(42.30152392, -71.07200849)"
120444713,IVPER ,"(42.33325635, -71.07289955)"
120428720,HITRUN,"(42.33616959, -71.15047762)"
120452847,IVPER ,"(42.29754136, -71.05973457)"
120427101,LSTPRP,"(42.30421136, -71.05918957)"
120427424,LARCRT,"(42.32540686, -71.0880266)"
120463925,IVPER ,"(42.36359302, -71.06654717)"
120424006,MVANO ,"(42.30989136, -71.10559955)"
120424007,INVEST,"(42.32543556, -71.06387302)"
120424042,TSTOP ,"(42.31934635, -71.11176955)"
120424036,TSTOP ,"(42.32215135, -71.09849955)"
120424212,LARCRT,"(42.28846636, -71.08147456)"
120424484,BERPT ,"(42.27080515, -71.09260083)"
120424101,TSTOP ,"(42.32924135, -71.05516957)"
120424107,MVPED2,"(42.35184135, -71.05588957)"
120424114,MVA   ,"(42.3024799, -71.05481064)"
120424116,ARREST,"(42.31282136, -71.06476957)"
120424131,ARMROB,"(42.28405295, -71.11241077)"
120424128,FIGHT ,"(42.38395134, -71.01662958)"
120424160,CD11  ,"(42.28413251, -71.06958228)"
120424175,INVEST,"(42.36897634, -71.03941457)"
120426038,LARCRT,"(42.30537135, -71.06322956)"
120424227,LARCRT,"(42.25560136, -71.12415455)"
120424306,ILLPRK,"(42.34644135, -71.06981456)"
120424240,TSTOP ,"(42.34085635, -71.08781455)"
120424284,IVPER ,"(42.32888135, -71.08506956)"
120424236,MVAINJ,"(42.31822135, -71.09094956)"
120424232,DISTRB,"(42.33621135, -71.05389957)"
120424513,IVDRUG,"(42.33950635, -71.06938956)"
120424348,BERPTA,"(42.29587136, -71.06852957)"
120424264,STAB  ,"(42.32997135, -71.08690455)"
120424618,IVPER ,"(42.32997135, -71.08690455)"
120424262,STAB  ,"(42.32997135, -71.08690455)"
120425128,LSTPRP,"(42.23958637, -71.13990954)"
120518555,LSTPRP,"(42.35129134, -71.05839456)"
120424332,IVPER ,"(42.31562136, -71.09846955)"
120424323,IVMV  ,"(42.32723569, -71.08059616)"
120424777,INVEST,"(42.34470431, -71.02941573)"
120424434,LARCRT,"(42.34898135, -71.15091453)"
120424994,IVPER ,"(42.32844135, -71.08616956)"
120424301,LARCRT,"(42.27463018, -71.11758138)"
120426784,ABRPT ,"(42.33315135, -71.05246456)"
120429413,LARCRT,"(42.33547635, -71.04453957)"
120424388,EDP2  ,"(42.31209135, -71.10699955)"
120424409,ARREST,"(42.29848136, -71.06315456)"
120424418,MEET  ,"(42.33229135, -71.09676455)"
120426688,THREAT,"(42.32144135, -71.09680955)"
120424432,MVANO ,"(42.35716135, -71.06505957)"
120426399,VANRPT,"(42.25792636, -71.15628953)"
120424441,NIDV  ,"(42.24872137, -71.12737954)"
120424450,FDCHLD,"(42.30538422, -71.06549055)"
120424913,INVEST,"(42.34429134, -71.03432457)"
120424708,LARCRT,"(42.35540135, -71.06046957)"
120424455,LARCRT,"(42.34968634, -71.05768456)"
120424521,INVEST,"(42.33954135, -71.05201456)"
120625380,LARCRT,"(42.38335634, -71.07895956)"
120425095,IVMV  ,"(42.30993135, -71.08143955)"
120424592,HARPT ,"(42.35023819, -71.16957334)"
120424543,FDPROP,"(42.29754136, -71.05973457)"
120424508,SHPLFT,"(42.35586683, -71.05996907)"
120424550,MVANO ,"(42.30927135, -71.07350956)"
120424953,AOD   ,"(42.34231635, -71.07330956)"
120424586,TRANSP,"(42.36394634, -71.05943956)"
120424761,LARCRT,"(42.35779634, -71.05416456)"
120428588,LARCRT,"(42.37169134, -71.03357457)"
120424564,ALARMI,"(42.37956634, -71.03879457)"
120425932,THREAT,"(42.35705634, -71.05727456)"
120424360,THREAT,"(42.30882135, -71.08298456)"
120424653,TSTOP ,"(42.32595135, -71.08329956)"
120424608,MVA   ,"(42.33231135, -71.07127456)"
120424816,ARREST,"(42.3286598, -71.08561842)"
120425806,LARCRT,"(42.35075635, -71.07485456)"
120437205,LSTPRP,"(42.3286598, -71.08561842)"
120425353,LSTPRP,"(42.33371635, -71.08422455)"
120427464,LARCRT,"(42.32423635, -71.09035955)"
120424667,CD11  ,"(42.28427881, -71.07410675)"
120425882,LARCRT,"(42.30782635, -71.11547454)"
120424718,ARREST,"(42.32920135, -71.07562956)"
120424707,ABIP  ,"(42.28717136, -71.12335954)"
120424581,BERPT ,"(42.30065635, -71.08325955)"
120426073,HITRUN,"(42.37549635, -71.03727458)"
120424787,IVDRUG,"(42.27622636, -71.13938954)"
120424775,SHPLFT,"(42.32543556, -71.06387302)"
120424750,ARREST,"(42.34130135, -71.07654956)"
120424779,ALARMR,"(42.26126453, -71.16230288)"
120426773,LARCRT,"(42.26629358, -71.12464643)"
120424882,MISC  ,"(42.3286598, -71.08561842)"
120425749,BEMVRT,"(42.3253658, -71.10662242)"
120427218,IVPER ,"(42.28712692, -71.04143374)"
120427509,LARCRT,"(42.3480306, -71.13543899)"
120424807,PKNIFE,"(42.30089405, -71.07427992)"
120424805,FDPROP,"(42.35759635, -71.06702456)"
120424846,CD35  ,"(42.34857484, -71.07274059)"
120424828,FIREB ,"(42.35938635, -71.13003454)"
120424840,ARREST,"(42.33323135, -71.10919955)"
120425074,BEIP  ,"(42.25549136, -71.12617954)"
120426425,LARCRT,"(42.36115668, -71.06254825)"
120424788,CD35  ,"(42.34857484, -71.07274059)"
120425852,BERPT ,"(42.25629137, -71.12721453)"
120426243,BERPT ,"(42.31562668, -71.09825321)"
120428904,LSTPRP,"(42.35663134, -71.05148956)"
120424856,THREAT,"(42.29779135, -71.08097956)"
130012101,HARPT ,"(0.0, 0.0)"
120424886,BERPT ,"(42.25752627, -71.14750833)"
120424897,BERPTA,"(42.29680554, -71.08597831)"
120424915,LARCIP,"(42.33676635, -71.07665456)"
120424917,HITRUN,"(42.27622636, -71.13938954)"
120442841,HARPT ,"(42.37718134, -71.03390457)"
120424986,IVMV  ,"(42.32997135, -71.08690455)"
120425799,VANRPT,"(42.2846063, -71.15985461)"
120426020,BEMVRT,"(42.34397135, -71.09635955)"
120433450,VANRPT,"(42.35135635, -71.07949456)"
120424936,SSTOP ,"(42.33105135, -71.08270956)"
120424941,TSTOP ,"(42.30511635, -71.08019456)"
120424945,SSTOP ,"(42.31894135, -71.07775956)"
120424938,TSTOP ,"(42.38665134, -71.00672958)"
120716007,IVPER ,"(42.29762984, -71.04940078)"
120424980,BEIP  ,"(42.32612007, -71.05350618)"
120424863,MEET  ,"(42.35455134, -71.05931956)"
120425011,SUSPER,"(42.33551635, -71.07824956)"
120425827,BEMVRT,"(42.34215135, -71.08407956)"
120425143,MISPER,"(42.27625781, -71.07958951)"
120429998,INVEST,"(42.35073634, -71.04338956)"
120425014,IVPER ,"(42.34728135, -71.08772955)"
120424993,TSTOP ,"(42.38660133, -71.00658958)"
120425089,IVDRUG,"(42.32939135, -71.08335956)"
120442915,LSTPRP,"(42.31732135, -71.05669956)"
120426107,BEMVRT,"(42.34553135, -71.08777955)"
120428942,LARCRT,"(42.35035635, -71.07631956)"
120426783,HITRUN,"(42.28187037, -71.0855491)"
120425113,IVPER ,"(42.34302135, -71.06493956)"
120425442,PDRPT ,"(42.31169612, -71.08421019)"
120432384,CD35  ,"(42.34860274, -71.13911478)"
120425141,IVDRUG,"(42.31133136, -71.07022957)"
120425367,VANRPT,"(42.35002135, -71.13200454)"
120425082,MVA   ,"(42.34743135, -71.06858956)"
120425085,SHOTS ,"(42.33317135, -71.08581956)"
120425288,FIGHT ,"(42.31576135, -71.08314456)"
120426204,LARCRT,"(42.27622636, -71.13938954)"
120425081,CRIP  ,"(42.31589135, -71.06629957)"
120425122,FIGHT ,"(42.33503135, -71.08240455)"
120425164,MVPED1,"(42.38342134, -71.07583955)"
120425163,ARREST,"(42.31934635, -71.11176955)"
120425169,HARPT ,"(42.31885635, -71.09931955)"
120425494,VIORDR,"(42.38028634, -71.06755956)"
120426400,BEMVRT,"(42.34258135, -71.07418456)"
120425239,IVPER ,"(42.31679208, -71.07962644)"
120425209,CD35  ,"(42.30901619, -71.05810831)"
120425231,HITRUN,"(42.29707509, -71.09096727)"
120425235,SHOTS ,"(42.33710635, -71.04685957)"
120425260,IVPREM,"(42.34111635, -71.07693456)"
120425384,BEMVRT,"(42.37619134, -71.03980956)"
120425989,LSTPRP,"(42.33578135, -71.02715958)"
120426444,STOLMV,"(42.3298129, -71.0925768)"
120425301,FIGHT ,"(42.33503135, -71.08240455)"
120426134,LSTPRP,"(42.31709635, -71.07803456)"
120425199,HARPT ,"(42.31459136, -71.09262455)"
120425357,ABRPT ,"(42.34085635, -71.08781455)"
120429269,LARCRT,"(42.35810135, -71.12757454)"
120425422,OVRDOS,"(42.29603766, -71.086692)"
120425345,IVPER ,"(42.33558135, -71.03993957)"
120425560,INVEST,"(42.29653136, -71.07477956)"
120425396,IVPER ,"(42.31923135, -71.10002955)"
120425403,MVA   ,"(42.30542136, -71.08057956)"
120425421,TRAUMA,"(42.35132134, -71.06481956)"
120427307,LARCRT,"(42.33258135, -71.10026955)"
120425415,FIGHT ,"(42.35073634, -71.04338956)"
120425419,FIGHT ,"(42.29857846, -71.06591619)"
120425436,GANG  ,"(42.36989634, -71.04229956)"
120427364,IVPER ,"(42.33040135, -71.05020957)"
120426774,LARCRT,"(42.26629358, -71.12464643)"
120427390,INVEST,"(42.36164815, -71.05998657)"
120428492,HITRUN,"(42.32164635, -71.09464955)"
130363702,LARCRT,"(42.28306636, -71.13174454)"
120426477,LSTPRP,"(42.33551635, -71.07824956)"
120446993,IVPER ,"(42.34894635, -71.08488956)"
120476235,BERPT ,"(42.31813135, -71.05538457)"
120426981,LARCRT,"(42.29357136, -71.05508957)"
120425432,CD14  ,"(0.0, 0.0)"
120425352,LSTPRP,"(42.30901619, -71.05810831)"
120425474,FIGHT ,"(42.27265948, -71.12224949)"
120425372,MISPER,"(42.27160636, -71.11911455)"
120425570,LARCIP,"(42.34866135, -71.07910956)"
120425488,FDPROP,"(42.37124634, -71.03886957)"
120425498,TSTOP ,"(42.26564137, -71.15241954)"
120425883,VANRPT,"(42.34242635, -71.08445955)"
120425511,MSNCOM,"(42.29701636, -71.05530957)"
120425537,IVPER ,"(42.30251135, -71.05957457)"
120425554,IVPER ,"(42.27621136, -71.14656954)"
120427363,IVPER ,"(42.33040135, -71.05020957)"
120425466,ILLPRK,"(42.33132135, -71.04342457)"
120425527,ABRPT ,"(42.37639134, -71.05985956)"
120425569,ROBIP ,"(42.35490135, -71.13419954)"
120425576,SUSPER,"(42.2846063, -71.15985461)"
120425585,TSTOP ,"(42.30336136, -71.07139956)"
120425589,MVA   ,"(42.30519135, -71.08069956)"
120425593,ARREST,"(42.33323135, -71.10919955)"
120425592,SSTOP ,"(42.32262136, -71.10580955)"
120425766,VANRPT,"(42.29123636, -71.07474956)"
120425629,ARREST,"(0.0, 0.0)"
120425662,ABIP  ,"(42.35895135, -71.05592957)"
120425675,IVPREM,"(42.29708135, -71.08716956)"
120425694,VANRPT,"(42.37625134, -71.03443958)"
120425688,MISPER,"(42.34938895, -71.14242987)"
120425693,BEIP  ,"(42.31287935, -71.05961538)"
120425707,SEXOFF,"(42.28555136, -71.06873956)"
120425717,UNK   ,"(42.31491136, -71.05833456)"
120425718,IVPREM,"(42.32354135, -71.10219455)"
120425719,ABIP  ,"(42.30977135, -71.08502956)"
120426074,BERPT ,"(42.29144136, -71.11787454)"
120429471,LSTPRP,"(42.30675215, -71.06028047)"
120425750,CD11  ,"(42.34498964, -71.14505151)"
120425801,LARCRT,"(42.31709635, -71.07803456)"
120427565,LSTPRP,"(42.28486136, -71.09132455)"
120427571,BEMVRT,"(42.26106588, -71.11936774)"
120431741,BERPT ,"(42.35140134, -71.06802956)"
120427545,VANRPT,"(42.32635286, -71.07888442)"
120427238,IVDRUG,"(42.31037135, -71.06123456)"
120436486,LARCRT,"(42.29446666, -71.0642023)"
120427392,INVEST,"(42.36164815, -71.05998657)"
120427455,IVDRUG,"(42.3286598, -71.08561842)"
120425815,FIREB ,"(42.34244121, -71.1446372)"
120437262,MISC  ,"(42.33372337, -71.09095643)"
120425918,IVMV  ,"(42.32635286, -71.07888442)"
120425849,MVPED2,"(42.34630135, -71.06312957)"
120427229,BERPT ,"(42.30326635, -71.06364956)"
120438005,LARCRT,"(42.27324636, -71.09921955)"
120607945,FDPROP,"(42.33372337, -71.09095643)"
120428656,VANRPT,"(42.33679635, -71.05449956)"
120425920,CRIP  ,"(42.28793136, -71.16574953)"
120427340,BERPT ,"(42.35158421, -71.12864024)"
120425975,ARREST,"(42.35909135, -71.12323954)"
120433441,LARCRT,"(42.31892135, -71.05481956)"
120427206,IVDRUG,"(42.3286598, -71.08561842)"
120459055,LARCRT,"(42.30573779, -71.10936824)"
120425988,TSTOP ,"(42.37207134, -71.03918957)"
120426003,IVMV  ,"(42.26889638, -71.10810451)"
120426027,DOGBIT,"(42.34231135, -71.07023956)"
120426574,BEMVRT,"(42.29348053, -71.07346187)"
120426016,IVMV  ,"(42.33466635, -71.04029957)"
120426029,IVMV  ,"(42.32787135, -71.05306457)"
120426055,FIGHT ,"(42.31634635, -71.05334956)"
120426079,TSTOP ,"(42.35909135, -71.12323954)"
120426416,IVMV  ,"(42.34896635, -71.16176453)"
120426205,HITRUN,"(42.32888135, -71.08506956)"
120426163,IVMV  ,"(42.32363135, -71.06016957)"
120427221,BEMVRT,"(42.38857295, -71.008632)"
120426076,SDNDTH,"(42.33696635, -71.08573955)"
120426089,PKNIFE,"(42.30751635, -71.06562956)"
120426923,LARCRT,"(42.28413251, -71.06958228)"
120426117,MVA   ,"(42.34027635, -71.05455456)"
120426157,CD11  ,"(42.28986314, -71.08538741)"
120440429,LSTPRP,"(42.39329401, -71.0086428)"
120426181,PERGUN,"(42.29383635, -71.06124956)"
120426742,IVPER ,"(42.29490635, -71.05944456)"
120426191,EDP2  ,"(42.30342636, -71.06674457)"
120426220,FDPROP,"(42.34518134, -71.08663955)"
120427118,LARCRT,"(42.2835683, -71.09354788)"
120426101,ARREST,"(42.31813635, -71.06763956)"
120426272,TSTOP ,"(42.38262134, -71.03930957)"
120426137,VANRPT,"(42.28962136, -71.06320456)"
120426221,SSTOP ,"(42.33147135, -71.07340956)"
120426280,IVPER ,"(42.36164815, -71.05998657)"
120426252,ALARMR,"(42.28233403, -71.15439792)"
120426276,ARREST,"(42.31082136, -71.08155956)"
120426560,BERPTA,"(42.27420376, -71.1252759)"
120426417,LARCRT,"(42.28302136, -71.08898956)"
120426275,ARREST,"(42.32926135, -71.06063957)"
120426261,IVPER ,"(42.35099134, -71.04945456)"
120432144,SHPLFT,"(42.28486136, -71.09132455)"
120426320,IVMV  ,"(42.34021361, -71.1545263)"
120525878,IVPER ,"(42.30136636, -71.06584457)"
120426315,ARREST,"(42.28573136, -71.09212455)"
120427499,IVPREM,"(42.29624635, -71.07220456)"
120426309,ALARMR,"(42.28271124, -71.11896968)"
120426549,LSTPRP,"(42.36218134, -71.06223957)"
120426349,CARST ,"(42.31893135, -71.05417456)"
120426336,IVPREM,"(42.28986314, -71.08538741)"
120427005,INVEST,"(42.34326135, -71.10258955)"
120427216,HITRUN,"(42.30468635, -71.05908456)"
120427117,LARCRT,"(42.34421135, -71.09907955)"
120484964,HITRUN,"(42.29311885, -71.15388456)"
120457242,LARCRT,"(42.32853954, -71.10857798)"
120425389,IVPER ,"(42.31323635, -71.09968455)"
120426519,LARCIP,"(42.34912475, -71.06648029)"
120429578,LARCRT,"(42.36638634, -71.05601456)"
120426404,PRSCRM,"(42.30508135, -71.06136456)"
120426410,ALARMR,"(42.31269135, -71.09761955)"
120428846,INVEST,"(42.36125134, -71.06088957)"
120426421,SHPLFT,"(42.28605636, -71.12954954)"
120426478,ARREST,"(42.31195136, -71.06353957)"
120427259,LARCRT,"(42.30234264, -71.08540163)"
120426490,FV    ,"(42.23380137, -71.13013455)"
120426492,FIGHT ,"(42.32286135, -71.10152955)"
120426397,LARCRT,"(42.37392634, -71.05176956)"
120426503,CD15  ,"(42.32918135, -71.08148956)"
120426697,LARCRT,"(42.34884634, -71.07187956)"
120426525,THREAT,"(42.31318697, -71.06500696)"
120426572,IVPER ,"(42.35173635, -71.12175454)"
120426735,BERPT ,"(42.29285636, -71.16683453)"
120426803,IVDRUG,"(0.0, 0.0)"
120426547,LARCRT,"(42.32973635, -71.08325955)"
120426559,ARREST,"(42.34865634, -71.08256955)"
120426582,MVAINJ,"(42.35454635, -71.14280453)"
120426545,IVMV  ,"(42.35947134, -71.12769954)"
120429810,LARCRT,"(42.35631634, -71.05431456)"
120426671,CD11  ,"(42.24444198, -71.11906936)"
120426679,MVPED1,"(42.33526135, -71.10207955)"
120426691,BOMBT ,"(42.36134134, -71.06282456)"
120426772,BEMVRT,"(42.31332136, -71.10417955)"
120426699,IVPER ,"(42.31737135, -71.07798456)"
120426685,LARCRT,"(42.35428135, -71.12903454)"
120428606,FDWEAP,"(42.37180134, -71.04216956)"
120426761,UNK   ,"(42.38674064, -71.00911415)"
120426751,IVPER ,"(42.33455599, -71.07818596)"
120426763,MEET  ,"(42.31924635, -71.08475955)"
120426766,LARCIP,"(42.3520305, -71.05669324)"
120429002,MISPER,"(42.37008634, -71.04077957)"
120426865,HARPT ,"(42.28966431, -71.05007094)"
120427156,IVDRUG,"(42.33950635, -71.06938956)"
120505282,LARCRT,"(42.30033686, -71.11698127)"
120426882,TSTOP ,"(42.31135136, -71.08114956)"
120427032,IVDRUG,"(42.34130529, -71.0547108)"
120443184,LARCRT,"(42.35300634, -71.05789456)"
120426967,THREAT,"(42.38223634, -71.01938958)"
120426539,CD11  ,"(42.24444198, -71.11906936)"
120426961,HITRUN,"(42.32044752, -71.06165751)"
120428800,BEMVRT,"(42.34593635, -71.07166956)"
120428151,VANRPT,"(42.2803316, -71.09707908)"
120428201,HARPT ,"(42.31914135, -71.07189456)"
120432421,FDPROP,"(42.33258135, -71.10026955)"
120435708,PDRPT ,"(42.28563636, -71.04532957)"
120428183,HITRUN,"(42.35704135, -71.14574954)"
120427158,VANRPT,"(42.29657342, -71.07331377)"
120427159,MISPER,"(42.30618765, -71.06865261)"
120426991,ARREST,"(42.33177635, -71.04938456)"
120426982,ARREST,"(42.32444136, -71.05810456)"
120427001,SSTOP ,"(42.33196135, -71.08169956)"
120427027,ABIP  ,"(42.36413634, -71.05409956)"
120427028,MVANO ,"(42.32208635, -71.05680956)"
120427033,LARCRT,"(42.27131132, -71.07442685)"
120427036,OVRDOS,"(42.31772135, -71.08208956)"
120427205,SEXOFF,"(42.35182135, -71.12087954)"
120427038,TSTOP ,"(42.28667137, -71.13120955)"
120427067,TSTOP ,"(42.32595135, -71.08344956)"
120427062,MVANO ,"(42.35171135, -71.08623955)"
120427065,CARST ,"(42.30843635, -71.08717455)"
120428402,STOLMV,"(42.34231135, -71.07023956)"
120428275,BERPTA,"(42.26627449, -71.10710387)"
120428640,LARCRT,"(42.34302135, -71.06493956)"
120431793,VANRPT,"(42.308074, -71.10254619)"
120426821,MVAINJ,"(42.27112137, -71.11810955)"
120427379,THREAT,"(42.31248635, -71.07978955)"
120427023,ARREST,"(42.28294704, -71.08357992)"
120427119,DISTRB,"(42.32311635, -71.10665954)"
120427126,HITRUN,"(42.31430635, -71.08855955)"
120427134,SSTOP ,"(42.32013665, -71.07777631)"
120427178,SUSPER,"(42.28649136, -71.12877954)"
120427142,MVAINJ,"(42.29189136, -71.15035954)"
120427212,IVPER ,"(42.37838634, -71.06458456)"
120427176,SSTOP ,"(42.33080135, -71.05447957)"
120427193,TSTOP ,"(42.27785636, -71.13906953)"
120427692,LANTEN,"(42.28294704, -71.08357992)"
120427173,ARREST,"(42.32997135, -71.08690455)"
120427236,MVA   ,"(42.32888135, -71.08506956)"
120427625,BEMVRT,"(42.32532137, -71.1007688)"
120427275,CD11  ,"(42.31362664, -71.08251421)"
120427269,MVANO ,"(42.31988135, -71.05581957)"
120427311,THREAT,"(42.32314635, -71.07004456)"
120427685,LARCRT,"(42.34016135, -71.08921455)"
120427272,ALARMM,"(42.37726134, -71.06672456)"
120427301,MVAINJ,"(42.38260134, -71.03342957)"
120427574,LARCRT,"(42.341015, -71.07023868)"
120427336,BEIP  ,"(42.34267762, -71.05687327)"
120427329,EDP2  ,"(42.24256137, -71.13374954)"
120427337,STAB  ,"(42.33151135, -71.07083456)"
120449982,LSTPRP,"(42.27386136, -71.09018956)"
120427394,INVEST,"(42.35644135, -71.06197957)"
120427367,SSTOP ,"(42.29784135, -71.06333956)"
120427374,ARREST,"(42.28940136, -71.08698956)"
120427416,IVDRUG,"(42.35237134, -71.06490456)"
120460965,SEXOFF,"(42.35182135, -71.12087954)"
120427405,MVPED2,"(42.35473134, -71.13254953)"
120427410,IVPER ,"(42.31037135, -71.06123456)"
120427444,ARREST,"(42.35084135, -71.07771956)"
120427331,REQEP ,"(42.33314135, -71.03529958)"
120427461,THREAT,"(42.26538523, -71.16820657)"
120429159,VANRPT,"(42.32522135, -71.10861454)"
120428851,VANRPT,"(42.38166634, -71.04034456)"
120445606,HITRUN,"(42.28867638, -71.06129458)"
120427469,BEIP  ,"(42.35478667, -71.1262722)"
120427472,CRIP  ,"(42.33676635, -71.07665456)"
120429852,STOLMV,"(42.32048279, -71.12190892)"
120427478,BEMVRT,"(42.35114135, -71.07665956)"
120427506,REQP  ,"(42.32379136, -71.05828955)"
120427496,CARBLK,"(42.36593134, -71.05152956)"
120427501,MVPED1,"(42.30750136, -71.08904956)"
120427515,BEIP  ,"(42.32512992, -71.07671944)"
120429331,HARPT ,"(42.34941135, -71.08314456)"
120427475,IVPER ,"(42.30911635, -71.08283956)"
120428798,HITRUN,"(42.29205636, -71.06148457)"
120432067,STOLEN,"(42.32787135, -71.05306457)"
120427554,ARREST,"(42.33325635, -71.07289955)"
120427549,MVA   ,"(42.33722135, -71.05539957)"
120427572,MVAINJ,"(42.28861136, -71.10792955)"
120427624,LSTPRP,"(42.34675635, -71.08968955)"
120428743,VANRPT,"(42.28688092, -71.09218579)"
120429333,LARCRT,"(42.31212635, -71.08053456)"
120428525,LARCRT,"(42.28837819, -71.08614367)"
120429431,LSTPRP,"(42.35068118, -71.12937457)"
120433664,ROBRPT,"(0.0, 0.0)"
120427636,SHOTS ,"(42.30092636, -71.06536957)"
120428724,IVPREM,"(42.31400135, -71.08633955)"
120427661,SSTOP ,"(42.29167636, -71.08907956)"
120430903,STOLEN,"(42.34700135, -71.07971956)"
120438412,CURFEW,"(42.26393137, -71.15436954)"
120427694,SHOTS ,"(42.28984136, -71.07649456)"
120431158,LARCRT,"(42.32802635, -71.07652956)"
120427702,HITRUN,"(42.31777135, -71.08221956)"
120427714,PKNIFE,"(42.33645135, -71.03745958)"
120427716,INVCHD,"(42.37825134, -71.05775956)"
120427728,OVRDOS,"(42.31452635, -71.09469955)"
120624790,IVPER ,"(42.29584636, -71.08753956)"
120638494,LARCRT,"(42.30718597, -71.06247956)"
120534576,LARCRT,"(42.31670135, -71.06210956)"
120427765,ARREST,"(42.33448135, -71.07950956)"
120427763,MSNCOM,"(42.3467465, -71.14402385)"
120427772,IVPER ,"(42.34173635, -71.07259955)"
120427778,BEIP  ,"(42.26715636, -71.15073954)"
120427798,MVA   ,"(42.28783636, -71.10661455)"
120429641,BEMVRT,"(42.23353637, -71.12915455)"
120427834,BEIP  ,"(42.30058469, -71.11012751)"
120427842,FIGHT ,"(42.32660843, -71.07598645)"
120428564,BEMVRT,"(42.23380137, -71.13013455)"
120447202,LARCRT,"(42.36024634, -71.13261454)"
120428759,LARCRT,"(42.37950134, -71.03684957)"
120427879,BEIP  ,"(42.32013665, -71.07777631)"
120428972,ARMROB,"(42.25292494, -71.11866197)"
120428037,ABRPT ,"(42.33551635, -71.07438456)"
120431878,MISPER,"(42.28087136, -71.08036456)"
120427937,STAB  ,"(42.26260137, -71.10841955)"
120432893,BEIP  ,"(42.31315635, -71.07553456)"
120427965,BEIP  ,"(42.32178635, -71.08534456)"
120428010,MVA   ,"(42.35216634, -71.06737456)"
120427987,IVPER ,"(42.34294135, -71.06695456)"
120460546,ALARMC,"(42.35216634, -71.06737456)"
120428006,INVEST,"(42.34681634, -71.07575956)"
120428027,ALARMP,"(42.31263135, -71.11410955)"
120427721,MISPER,"(42.32815841, -71.08817813)"
